Class	Name	MPIMP-ID	Spikelet_N22 Control EGF_10d_End of stress	Spikelet_N22 Control EGF_10d_End of stress	Spikelet_N22 Control EGF_10d_End of stress	Spikelet_N22 Control EGF_10d_End of stress	Spikelet_N22 Control EGF_10d_End of stress	Spikelet_N22 Control EGF_12h_ Rewatering	Spikelet_N22 Control EGF_12h_ Rewatering	Spikelet_N22 Control EGF_12h_ Rewatering	Spikelet_N22 Control EGF_12h_ Rewatering	Spikelet_N22 Control EGF_12h_ Rewatering	Spikelet_N22 Control EGF_36h_ Rewatering	Spikelet_N22 Control EGF_36h_ Rewatering	Spikelet_N22 Control EGF_36h_ Rewatering	Spikelet_N22 Control EGF_36h_ Rewatering	Spikelet_N22 Control EGF_36h_ Rewatering	Spikelet_N22 Control EGF_60h_ Rewatering	Spikelet_N22 Control EGF_60h_ Rewatering	Spikelet_N22 Control EGF_60h_ Rewatering	Spikelet_N22 Control EGF_60h_ Rewatering	Spikelet_N22 Control EGF_60h_ Rewatering	Spikelet_N22 Heat & drought EGF_10d_End of stress	Spikelet_N22 Heat & drought EGF_10d_End of stress	Spikelet_N22 Heat & drought EGF_10d_End of stress	Spikelet_N22 Heat & drought EGF_10d_End of stress	Spikelet_N22 Heat & drought EGF_10d_End of stress	Spikelet_N22 Heat & drought EGF Rewatering 12h	Spikelet_N22 Heat & drought EGF Rewatering 12h	Spikelet_N22 Heat & drought EGF Rewatering 12h	Spikelet_N22 Heat & drought EGF Rewatering 12h	Spikelet_N22 Heat & drought EGF Rewatering 12h	Spikelet_N22 Heat & drought EGF Rewatering 36h	Spikelet_N22 Heat & drought EGF Rewatering 36h	Spikelet_N22 Heat & drought EGF Rewatering 36h	Spikelet_N22 Heat & drought EGF Rewatering 36h	Spikelet_N22 Heat & drought EGF Rewatering 36h	Spikelet_N22 Heat & drought EGF Rewatering 60h	Spikelet_N22 Heat & drought EGF Rewatering 60h	Spikelet_N22 Heat & drought EGF Rewatering 60h	Spikelet_N22 Heat & drought EGF Rewatering 60h	Spikelet_N22 Heat & drought EGF Rewatering 60h	Spikelet_Dular Control EGF_10d_End of stress	Spikelet_Dular Control EGF_10d_End of stress	Spikelet_Dular Control EGF_10d_End of stress	Spikelet_Dular Control EGF_10d_End of stress	Spikelet_Dular Control EGF_10d_End of stress	Spikelet_Dular Control EGF_12h_ Rewatering	Spikelet_Dular Control EGF_12h_ Rewatering	Spikelet_Dular Control EGF_12h_ Rewatering	Spikelet_Dular Control EGF_12h_ Rewatering	Spikelet_Dular Control EGF_12h_ Rewatering	Spikelet_Dular Control EGF_36h_ Rewatering	Spikelet_Dular Control EGF_36h_ Rewatering	Spikelet_Dular Control EGF_36h_ Rewatering	Spikelet_Dular Control EGF_36h_ Rewatering	Spikelet_Dular Control EGF_36h_ Rewatering	Spikelet_Dular Control EGF_60h_ Rewatering	Spikelet_Dular Control EGF_60h_ Rewatering	Spikelet_Dular Control EGF_60h_ Rewatering	Spikelet_Dular Control EGF_60h_ Rewatering	Spikelet_Dular Control EGF_60h_ Rewatering	Spikelet_Dular Heat & drought EGF_10d_End of stress	Spikelet_Dular Heat & drought EGF_10d_End of stress	Spikelet_Dular Heat & drought EGF_10d_End of stress	Spikelet_Dular Heat & drought EGF_10d_End of stress	Spikelet_Dular Heat & drought EGF_10d_End of stress	Spikelet_Dular Heat & drought EGF Rewatering 12h	Spikelet_Dular Heat & drought EGF Rewatering 12h	Spikelet_Dular Heat & drought EGF Rewatering 12h	Spikelet_Dular Heat & drought EGF Rewatering 12h	Spikelet_Dular Heat & drought EGF Rewatering 12h	Spikelet_Dular Heat & drought EGF Rewatering 36h	Spikelet_Dular Heat & drought EGF Rewatering 36h	Spikelet_Dular Heat & drought EGF Rewatering 36h	Spikelet_Dular Heat & drought EGF Rewatering 36h	Spikelet_Dular Heat & drought EGF Rewatering 36h	Spikelet_Dular Heat & drought EGF Rewatering 60h	Spikelet_Dular Heat & drought EGF Rewatering 60h	Spikelet_Dular Heat & drought EGF Rewatering 60h	Spikelet_Dular Heat & drought EGF Rewatering 60h	Spikelet_Dular Heat & drought EGF Rewatering 60h	Spikelet_Anjali Control EGF_10d_End of stress	Spikelet_Anjali Control EGF_10d_End of stress	Spikelet_Anjali Control EGF_10d_End of stress	Spikelet_Anjali Control EGF_10d_End of stress	Spikelet_Anjali Control EGF_10d_End of stress	Spikelet_Anjali Control EGF_12h_ Rewatering	Spikelet_Anjali Control EGF_12h_ Rewatering	Spikelet_Anjali Control EGF_12h_ Rewatering	Spikelet_Anjali Control EGF_12h_ Rewatering	Spikelet_Anjali Control EGF_12h_ Rewatering	Spikelet_Anjali Control EGF_36h_ Rewatering	Spikelet_Anjali Control EGF_36h_ Rewatering	Spikelet_Anjali Control EGF_36h_ Rewatering	Spikelet_Anjali Control EGF_36h_ Rewatering	Spikelet_Anjali Control EGF_36h_ Rewatering	Spikelet_Anjali Control EGF_60h_ Rewatering	Spikelet_Anjali Control EGF_60h_ Rewatering	Spikelet_Anjali Control EGF_60h_ Rewatering	Spikelet_Anjali Control EGF_60h_ Rewatering	Spikelet_Anjali Control EGF_60h_ Rewatering	Spikelet_Anjali Heat & drought EGF_10d_End of stress	Spikelet_Anjali Heat & drought EGF_10d_End of stress	Spikelet_Anjali Heat & drought EGF_10d_End of stress	Spikelet_Anjali Heat & drought EGF_10d_End of stress	Spikelet_Anjali Heat & drought EGF_10d_End of stress	Spikelet_Anjali Heat & drought EGF Rewatering 12h	Spikelet_Anjali Heat & drought EGF Rewatering 12h	Spikelet_Anjali Heat & drought EGF Rewatering 12h	Spikelet_Anjali Heat & drought EGF Rewatering 12h	Spikelet_Anjali Heat & drought EGF Rewatering 12h	Spikelet_Anjali Heat & drought EGF Rewatering 36h	Spikelet_Anjali Heat & drought EGF Rewatering 36h	Spikelet_Anjali Heat & drought EGF Rewatering 36h	Spikelet_Anjali Heat & drought EGF Rewatering 36h	Spikelet_Anjali Heat & drought EGF Rewatering 36h	Spikelet_Anjali Heat & drought EGF Rewatering 60h	Spikelet_Anjali Heat & drought EGF Rewatering 60h	Spikelet_Anjali Heat & drought EGF Rewatering 60h	Spikelet_Anjali Heat & drought EGF Rewatering 60h	Spikelet_Anjali Heat & drought EGF Rewatering 60h
Amino Acids	Serine	A138001-101	0.443730618	3.182148621	0.991020263	1.096885477	0.861644074	2.294014879	0.546141736	0.622679741	1.023856737	1.531300138	1.044895582	0.5574971	0.716627621	1.051230611	1.704037493	1.122364162	0.575678439	3.773054795	0.523772714	0.880008755	0.887740064	1.541745243	0.616740212	1.139044944	1.837610187	0.85889093	0.536135231	1.26912218	0.967128878	0.974984142	0.594656943	1.373202835	1.058374676	0.555806627	1.199464578	1.690131261	0.838285534	0.728291452	0.586993727	1.797748958	0.754643501	0.786383953	0.613026444	1.571490893	0.598523228	0.803602446	0.97606057	0.740213986	0.517491464	1.260659775	0.599658397	0.37085765	1.895715255	1.027672353	0.589630305	0.569446053	1.543673754	0.645309255	0.700260674	1.431451287	0.706791811	0.511245476	1.016813097	0.655228745		1.135882631	0.89464901	0.961572448	0.874879067	1.704578014	1.176772898	0.869489242	0.736979154	0.553135971	1.624105651	0.809837581	0.508269166	2.385284611	0.470995354	0.942764715	0.921210894	1.555154529	0.575749607	0.80699087	1.637155032	0.773935985	0.574082861	1.225167024	0.728045849	0.834555784	0.84699418	1.277022096	0.894442848	0.734698423	1.866943476	2.059373372	0.854441643	0.621958887	0.508563576	1.172985483	1.226019536	0.773755331	1.420037084	1.935513551	0.813052105	2.569462313	1.943337388	0.73697884	0.479009637	2.163560387	0.644229571	0.744648935	2.196276968	0.464487049	0.741155526	0.647685028	0.911527448	0.701605388	0.8880868	1.14956492
Amino Acids	Threonine	A140001-101	0.938430492	0.118299226	0.851399082	0.480251617	0.461308232	1.353519761	1.225841789	1.033661568	0.191298368	0.188595933	0.490088175	0.649795812	0.612391487	0.080994548	0.053716901	0.036675297	0.039098814	0.149567865	0.119572692	0.057608003	0.194655203	0.069406043	0.126427562	1.048245613	0.643150412	0.060323411	0.049376671	0.289762665	0.088161456	0.278421076	0.048105554	0.060933855	0.108534911	0.144702783	0.087902595	0.115291097	0.04889622	0.05743028	0.054067587	0.102360614	1.377932031	0.224064308	1.068703734	0.133665805	0.444690223	0.181421655	0.1306941	0.263411033	0.466752949	0.075228382	0.11067824	0.116983613	0.210058504	0.2094898	0.453394044	0.093060533	0.073500297	0.150123337	0.052040189	0.115376577	0.394178446	0.101324606	0.647707136	0.431276815	0.327654925	0.157274136	0.10309622	0.169227039	0.18438679	0.170988906	0.126494736	0.157571767	0.132904818	0.22095704	0.103693147	0.123396635	0.186560167	0.066915568	0.123125786	0.118613629	0.120036	0.060133263	0.094421154	0.51420009	0.068801231	0.061971411	0.071004308	0.39376635	0.082480415	0.10653133	0.062576181	0.287373407	0.095228418	0.331259636	0.063075694	0.077982261	0.102617829	0.039404925	0.086975975	0.055996115	0.527970213	0.120211031	0.448096588	0.083378718	0.424793678	0.052782636	0.072965553	0.053366485	0.079458495	0.09252931	0.043201147	0.125627179	0.055853993	0.092403673	0.066986672	0.06927842	0.079066906	0.061666314	0.071553446	0.095956773
Amino Acids	Threonine, allo-	A139008-101																																																																																																																								
Amino Acids	Tyrosine	A194002-101	0.943872034	0.204914697	0.225958788	0.250923758	0.104868119	0.837782088	0.779952397	0.850951563	0.129908181	0.130749342	0.230166126	0.482421936	0.118512023	0.107862969	0.298771515	0.168477171	0.215297656		0.11106751	0.207949629	0.148606029	0.166283672	0.131184417	0.133996391	0.158231998	0.142904007	0.101935248	0.161680465	0.140834266	0.11040157	0.166032526	0.107938849	0.259974513	0.099540496	0.182325518	0.121612729	0.103699408	0.161605628	0.114807443	0.080851708	0.320054157	0.308500556	0.632524839	0.150046664	0.204880674	0.174611225	0.203490959	0.240272563	0.204447965	0.138730905	0.135878445	0.097502798	0.143592019	0.167499524	0.148023885	0.108864135	0.109934625	0.14368743	0.154815671	0.212394009	0.474122938	0.265831689	0.196496429	0.438898876	0.243614923	0.18516244	0.226856743	0.188799416	0.181249743	0.135493062	0.174482166	0.160683431	0.168801908	0.227863757	0.150335524	0.13789512	0.12237601	0.297857783	0.148746527	0.224555664	0.198411661	0.173838384	0.169118488	0.209311531	0.256214123	0.202471929	0.149747089	0.280755084	0.202758164	0.157649934	0.245689984	0.312857335	0.25845152	0.190223193	0.377572602	0.363281276	0.158235393	0.133492641	0.323687161	0.361562541	0.398660024	0.194775947	0.194694151	0.119690161	0.149063228	0.168952451	0.03864705	0.144818892	0.188977659	0.117021255	0.154586911	0.12662539	0.170562436	0.132204774	0.249314925	0.146253153	0.137106694	0.099574036	0.14495821	0.163072086
Amino Acids	Valine	A122001-101	3.909104285	2.488240632	2.839040016	2.941717589	3.095686119	5.733773692	8.803212535	4.124722812	3.938337401	3.486072034	2.711380022	5.376040344	4.751556972	3.753374629	2.197301084	3.32957022	2.537839433	1.917753184	2.017294003	1.907949947	2.337666386	2.811648168	2.981728475	3.118319475	2.660288719	2.669029335	1.687384581	1.504701331	1.80314384	1.904107243	0.941777253	0.496700825	1.065222309	0.997844168		1.621644952	1.815903022	0.760896032	0.912087948	1.453606033	3.798154236	2.882387746	2.160288184	3.492950953	3.540143156	3.856118572	1.46606186	2.97204385	1.844656184	1.366610695	4.305311169	3.230777745	3.614483611	4.923366898	4.590699329	1.509988287	0.987649602	1.01849309	1.35589161	1.112124996	2.325615527	2.490216745	2.329137186	2.750551591	1.85100907	3.098316561	0.932591512	2.340565329	1.624931301	2.421145918	2.58722112	1.243358375	1.328014976	0.823107937	2.723155408	1.206846944	0.83924051	0.728721603	1.116698252	0.573594429	1.945657151	2.825505183	1.607939784	1.993324142	1.739955294	2.081520221	2.264882731	1.998913356	2.305928729	2.733451386	2.531730293	2.78734015	2.214732376	2.115409865	2.078572551	2.394701948	2.55993989	1.361433142	0.879868769	1.575245265	2.223544739	1.898680483	1.476500046	1.365861661	2.140746129	1.520114483	1.194059671	1.547357444	1.563026779	1.131844245	1.088491335	1.20006625	0.911243395	1.166328423	0.798817905	1.349023453	1.420559698	2.097133914	1.173528353	0.418701153
Aromatic	4-Hydroxybenzaldehyde	A150014-101	0.622699594	1.103443297	0.620551818	0.62215211	0.85136416	0.617426437			0.594049166		0.834284277		0.723715613	0.759298517		0.554032717	0.82386718		0.636411006	0.654465186	0.729964384					0.591815291	0.648416878	0.795417215	0.56411683	0.803518031	0.731298837	0.955286982	1.351609009			0.94807314	0.62962202	0.848570378		0.590368406	4.721241402	8.072828855	3.412006877	4.541734103	4.856641721	5.42612717	6.634478123	4.749717101	4.984997525	4.142094633	4.236259295	3.602759585	4.719000799	4.332626807	3.90290988	5.499516813	5.13360328	4.743899101	4.489014056	3.497073041	4.460590933	2.865407052	3.226509318	3.347169657	3.836840001	9.631273187	9.136652481	7.887983858	7.524640978	4.961930899	6.984780825	6.834435048	5.197237855	5.658536475	5.41191976	5.575998373	7.016145303	4.359113587	7.577938529	4.525676174	0.6553089		0.703607643			0.792341993		0.984439	0.819742554	0.772650386	0.798326651	0.992144595	0.905100836	0.75689716		1.176994385	0.698772701	0.674943787	1.025363156	0.895024407	0.773458943	0.862229386		0.800517294	0.698504574	0.882668213		0.735088736	0.71467379	0.817191934	0.735904751	0.979378268				0.669852839	0.973302426	0.69956425	0.942056599	0.540320252
Fatty Acids	Hexadecanoic acid	A205001-101	7.917301354	10.68930871	8.503845768	7.708656816	5.86987788	7.250139707	7.484119533	10.22396013	6.739580145	5.178650892	7.38872295	8.141043571	7.453789429	7.854755759	7.860533184	10.91147984	8.848660791	7.705329868	6.141373245	7.581769242	8.803016281	8.565914564	7.682830483	6.351199532	6.663877628	12.68725106	10.02453193	7.510111723	8.413471128	8.384824924	9.661690587	10.00366977	11.22086105	7.484334163	10.67544058	5.905198106	9.337734172	10.10281658	7.605650771	7.765945226	10.95674921	10.12602827	6.688286754	8.375297177	7.162818413	8.385303318	9.181994311	9.865256158	7.895956824	8.102274538	8.523992542	7.872279897	5.741272396	7.151349586	7.394208408	9.437951817	7.08133092	7.564732693	9.819255403	7.430420325	8.40534507	8.310475974	8.528853264	7.859089044	5.813804503	8.796259851	10.61559914	9.628671076	6.645486615	8.115733236	7.860316118	8.462920377	7.81011815	6.864329809	8.069075232	10.0017368	9.355905656	8.292458166	5.891225378	8.758343602	8.033001645	7.459341998	6.022174632	7.282525985	5.270386549	9.984790148	9.581813467	8.995521034	7.154767373	6.553571057	10.15912583	11.29859824	10.47918141	8.751420686	8.349044806	8.170377533	10.49824443	7.655808539	8.634812345	8.207847483	11.02553131	8.603057938	9.029883499	15.84096425	6.864544541	8.087335174	6.774118809	8.570079787	7.183454734	7.222078603	9.073617053	10.63996291	8.655323119	7.394601827	9.522970163	9.780993216	11.22971652	9.095387908	9.131637748	8.534702497
Fatty Acids	Octadecanoic acid	A225002-101	6.255378824	9.57993609	9.225343704	7.133202949	5.229000961	6.757290701	7.855476948	9.624796961	5.823904257	4.521191941	6.903421505	8.225537187	8.727421922	6.367129667	7.25192555	9.439760235	7.33854473	9.857394494	5.393971422	6.212220282	9.532665942	8.569182598	7.876371985	5.319367527	6.632611165	10.55166797	9.032444318	7.026051652	6.799147918	7.47845074	10.14862741	9.122689914	12.07172931	6.88480153	8.741973245	5.947893314	7.551785418	8.105291353	6.936810173	5.170324877	10.02637488	9.004518158	5.790534557	6.811086826	5.809071718	8.19339934	8.84906771	8.581934946	7.197074761	5.893596452	7.671871334	6.095999266	5.343829806	6.42753408	5.230272917	9.562951027	6.835214624	7.10537597	8.602498633	4.923592845	7.734328724	7.46019123	7.952184591	5.884525378	5.573079219	9.485102522	10.80358135	9.319147652	5.599762966	6.508496657	7.75483373	7.514012092	7.173156793	6.484757355	6.525204072	10.4752462	7.970797109	7.67599492	5.728941113	6.747045135	7.742582922	6.957964427	5.281129196	6.661471007	3.949538956	11.22747597	7.874670699	8.448986107	6.283016768	5.624682107	10.11214167	11.16233961	9.923045875	8.613541235	6.236007122	8.133422216	8.371604999	6.978933023	8.43566164	6.384567669	10.66977763	8.224307162	7.706412575	9.335762638	5.358726046	7.55935471	5.627287346	8.5631256	6.744809137	5.527945491	8.54954473	8.936250707	8.16446956	7.063814472	7.470436537	8.178686188	11.2853782	9.226537898	8.879915212	6.003111344
MSTs	A104005-101	A104005-101																																																																																																																								
MSTs	A106004-101	A106004-101		2.234310022																																																		0.382644839							0.611778667																																			0.16915766																						0.352316965				
MSTs	A112003-101	A112003-101	5.493741342	13.11346941	7.679354571	7.185981801	9.46997755	7.443579919	10.14259715	6.787579889	8.432992808	8.400111904	9.006001626	10.37674874	9.388681552	10.22399794	9.686024397	7.515484622	9.038532592	13.6472922	9.728415506	8.967402479	10.05035508	14.30041686	10.14132552	8.53365677	6.315456681	8.342477014	7.11794448	8.862236003	11.38404688	7.907905188	9.733247056	7.853897779	11.71378645	9.653337323		8.518377536	14.78567202	8.73326008	9.784819665	8.63096972	6.3620972	9.120460667	6.199426698	9.408399779	12.6597765	10.97324949	8.891474225	9.232375402	7.836820031	6.937127802	9.699370267	9.376846585	13.13913336	14.28585566	10.54560398	14.78623074	7.147003222	8.606286789	9.263117754	8.469953913	5.39543842	6.559812526	9.21961609	9.071155648	9.079972557	9.667295338	8.368200837	9.207380772	8.413457903	7.068703137	9.4518011	11.0802209	9.796470991	8.792237909	10.79047794	9.771121708	8.024094638	12.6295443	11.33220471	11.62902028	11.04858225	14.79409349	8.912429705	10.165166	7.333559555	7.834445151	7.506036958	10.07372629	9.24735282	8.660232983	13.74965433	9.500079353	10.11944557	11.12400803	5.642610843	13.38769628	20.38343628	11.70632334	7.74354079	12.43181096	8.34134531	10.41655062	7.579612574	5.068178334	12.45672642	12.21943827	15.36532214	10.11394349	9.529757355	8.427625095	7.183629869	8.868479366	10.86250858	11.28317764	9.200911327	11.11878099	8.140432674	12.84783623	6.7523675	3.579117353
MSTs	A114012-101	A114012-101	9.083086729	14.17281499	12.82398364	7.86921098	5.736047543	10.02031694	10.58920696	12.95984209	8.139947352	5.758707058	10.47473833	10.60132845	11.46825467	9.698916004	8.31571784	12.26556088	12.13332721	18.63403975	8.406508068	6.63568674	11.217115	12.89450278	12.93604428	8.506131228	7.475640038	13.04698854	12.62484661	12.12643845	8.835571018	7.046162707	10.8602208	12.15013399	16.25334023	10.19820959	9.037658902	10.48203632	11.26907036	13.94755692	8.302832628	8.459441922	11.75782599	13.49771523	7.027983156	7.562640477	5.239538487	10.47390608	9.762680589	12.54746349	5.434525907	7.27903104	10.86473207	10.16087817	11.11634849	9.31821409	7.599271019	11.12493387	9.249020307	11.72843819	12.69614848	7.086347751	10.91332216	9.911584224	11.81170984	8.049856551	6.142443621	10.32673838	10.32922585	11.59413155	9.051901872	7.793223977	9.828707998	11.32835277	10.99379819	8.303762656	8.162270005	13.26154956	12.32237686	12.27769159	7.987497584	7.38227954	11.70756929	10.82216995	11.25356881	7.896718736	6.657139778	11.7919113	12.69213554	12.97932287	8.652458468	5.884655148	13.18040634	14.41920475	15.27948431	10.39560665	8.961971458	14.88465343	13.8014753	11.05348974	11.24298541	9.461845874	12.3781756	12.82321264	9.973619663	8.610702889	6.28838846	9.503304559	14.5616385	13.84069189	9.022740536	8.109582323	10.68865354	13.58434717	13.67801113	8.019472149	8.433147518	12.69499649	12.4687386	13.31947617	11.46260389	8.095548452
MSTs	A116012-101	A116012-101	4.203875968	14.08685929	11.98080068	10.10924135	7.020674226	8.809929556	8.884367994	6.6241926	5.827523286	8.207133853	9.053193864	9.007987403	7.360715727	7.896764455	10.98120643	7.517435829	5.251424498	18.33588008	11.74680924	8.218093749	9.260587612	11.55124373	7.395248371	10.34217748	9.051405737	7.521898325	4.484272549	11.1030467	11.58554924	8.616224917	6.570449485	13.21390981	13.84750401	11.49419853	8.668528739	9.621606313	9.937175361	9.816141213	8.488902184	10.4077414	10.89542751	10.01326026	7.762322478	5.039362278	8.322509674	5.517874085	8.748820678	10.27699829	5.993672176	5.252621443	6.4616236	3.637549453	9.949471785	10.8544678	8.422250742	6.165393691	8.121053712	9.155688989	13.41757953	6.115529301	4.872918877	2.50518484	10.43865668	10.69516716	7.353957088	5.051080374	8.843810311	8.95261503	9.365550509	5.872622774	9.560273784	9.515587371	6.633005762	7.059128492	10.44677188	5.741241974	5.414717518	10.88611008	10.37665145	8.449826158	9.496999673	9.95372573	5.339918736	10.47199505	8.283336721	6.829568641	3.291094702	11.44934029	10.11046073	6.228110334	6.883038724	11.94101508	11.91745642	11.85736641	6.907758379	13.04468002	12.18463473	7.141670084	10.31857507	12.32426255	10.72427492	9.738188214	10.28085725	6.178680497	10.21620307	9.175328943	11.97867352	7.660293558	7.631207355	10.35018887	6.163479376	4.697331363	11.09169993	11.38293688	9.898135309	7.491177249	11.13302174	11.06227929	14.03567209	6.450432244
MSTs	A116014-101	A116014-101	4.470738684	10.49238873	3.577152607	3.337162154	3.179791527	5.582713253	2.697427008	2.353218705	2.376997898	1.962720891	6.46410584	4.196361714	3.072173409	4.054222799	3.204061896	6.664692476	2.384982777	4.900781809	3.319390086	2.348451709	5.591657792	4.586303584	2.653605186	4.215240956	7.145602921	2.626243436	2.242930781	4.577064603	5.579496729	3.046950191	1.747913349	6.489475074	3.25058877	2.344565937	3.031076756	5.80765302	4.312160288	1.888092278	5.159990648	6.446289505	6.223545518	6.797695707	4.338357484	5.411700663	3.565505496	1.752239819	2.742673646	6.491140182	1.886258824	2.317169959	4.043051636	2.444083816	2.720866331	4.760189155	5.022955465	1.966940211	2.960884011	4.123300325	2.595116413	2.623209411	5.012868735	5.321182764	6.227969761	7.866990395	5.183980147	2.148625038	2.636611575	2.650469966	3.27940848	4.698856968	2.073788304	2.018168509	2.742670925	3.713867669	2.388434545	3.436197485	1.653464579	2.639470755	2.310402302	1.888459792	2.942704919	2.988230327	4.166103349	5.784671128	5.423251148	2.533701093	2.895197708	6.837643549	2.434210466	1.573773681	2.821929277	7.118125847	3.020323755	5.707233847	7.394253735	3.494532511	2.351178991	1.723675801	2.712040609	3.709503848	7.954099425	7.154136178	2.82553534	7.496320707	3.016943351	1.631607527	3.443733949	2.165370719	5.711128503	5.767295633	2.514881785	2.681633596	3.418802659	2.643697809	2.178642778	2.21718301	6.223343363	6.330781032	2.37837797	4.638407871
MSTs	A118006-101	A118006-101		9.103152661				5.687885799					7.025287063		6.779310492								6.60220812																				7.580762599	8.116573475						9.948586456										8.654244887	10.03076595				9.358965341	8.604538565			8.80251037	7.52544809	9.10755925		10.39439277			7.520287468		7.918939273					5.901015745																				7.704031164	6.934434147		7.41703667		5.214648411					6.304719919									
MSTs	A124002-101	A124002-101	0.915939442	1.904143982	1.59360047	0.600876635	0.641673669	1.299873841	0.731129641	0.92681786	0.685954048		0.645284712	1.464400245	0.530217706	0.526406114	0.871261429	0.909853117	1.057006625	1.362080282	0.953119183	1.344828674	0.7007344		0.676689504			0.611030375	0.854057747	1.80168993	1.435061223	1.102285707	0.794375461	0.720899319	1.681112655	1.042692695	1.304384264	0.76917813	1.615215284	0.731473669	0.631755996	1.656425129	1.977731877	3.049954903	1.262662201	1.383013572	1.707403166	1.142106365	2.999910436	2.275816894	1.43343506	1.486709218	1.072788604	1.201693249	1.495899624	1.845280212	1.489393332	0.722972346	1.347172232	1.597907576	1.122562019	1.309758182	1.475542631	1.05559293	2.026339456	1.63641457	1.129502921	1.099983604	1.885555498	1.557174019	1.663923677	1.061372099	1.332932116	1.264151437	1.470586587	1.325589341	1.440488455	1.252600136	1.021247904	0.915085135	1.744519485	0.911798571	0.596953994	0.682313155	0.480081318		0.582387278	0.99611741	0.676794037	0.981039406	0.875848443	0.500142647	0.705833001	1.52895993	0.931425732	0.53511538	0.483748382	0.784930205	0.509047966	0.706660676	0.467046958	0.915432294	0.556089387	0.476175173		0.40860929	0.677156738	0.624321374		0.854980941	0.542561396		1.115000567	0.568616295		1.615306124		0.695722831		0.623916563	0.60907846	
MSTs	A126003-101	A126003-101												5.462562073																																																	4.725095675				7.568594942		1.909322116																																																					
MSTs	A137012-101	A137012-101																																																																		0.081574294																																																						
MSTs	A138009-101	A138009-101	2.266321415	2.169003195	3.69332236	2.120017311		4.073288119	6.003263044	3.045401989	6.004951451	2.764261511	1.344488766	3.685229825	2.024328079	4.754321985								4.742285405		3.819273615					3.021718356										1.710117209	2.171192484	2.179608125	3.276266472	3.552786931	1.802921535	3.38220586	1.734759037	1.736611296		4.522798612	1.591268005					2.13006522									4.152011009	3.826451596																			2.189290418	3.704023236			2.396707844	1.969714513				2.200854079		3.435009034			1.520775156							2.336406108	1.179361293			2.705470291					2.306772884						
MSTs	A140003-101	A140003-101	3.329797871	3.984830859	3.662063529	3.699021608	2.733256898	3.878829674	3.398538606	4.75759302	3.062626979	2.106904889	5.427494139	2.318642437	3.215838891	4.868224854	2.691027335	2.894132386	2.456519776	2.938555248	2.742721154	2.380667454	4.71740654	3.725032676	3.363329381	2.689365866	3.622121214	4.192793393	3.482182314	5.625868483	4.374466709	4.449285887	3.010142439	5.342922566	7.229757693	4.464357722	4.798572576	5.921675797	2.391499157	2.933750189	2.340636128	4.330708238	5.645866757	5.351392108	4.407197192	2.657043319	4.815584611	2.220940203	5.726011049	6.270194082	4.763227275	2.957639091	2.52806877	2.358440971	3.452182019	2.622082499	5.648133261	2.548720115	4.244177065	3.723264786	3.904032949	3.708807527	3.543470641	3.574051804	4.986390451	4.70681312	4.393700066	3.599899718	3.703336535	5.206952588	3.669626448	3.756586847	3.675344302	3.649363054	4.092646243	3.175927186	3.474420282	3.400928615	2.964227813	2.755853804	2.67454105	2.278383337	2.251482764	1.935461416	1.496792804	1.656463027	1.931880047	1.846540142	1.856963576	2.205513208	2.10993987	1.962315276	1.787301393	3.363937039	2.837968292	2.06106575	2.237078432	2.28691804	1.442033819	1.610736515	1.158541271	1.912715416	3.794409682	3.677213925	2.67560513	2.859415176	3.211937904	3.166031192	3.464367848	2.499104068	2.623986919	3.044474999	2.439007589	3.189782434	2.912297463	2.593951915	3.161203676	2.426829959	2.450168087	2.356027643	2.013680507	2.143750644
MSTs	A142003-101	A142003-101		0.94430341	0.644941299			0.467186349					0.517437317										0.697608588						0.26047666						0.670758013								2.562360476	3.279121212	1.590670801	2.338244242	0.957957654	1.31308423	1.226625811	1.575252743	1.753823457	1.383988115	1.203215239	0.965275496	1.855666809	2.562838464	1.038084454	1.298487089	1.188387661	0.888505784	1.581270504	0.60328469	1.5322111	1.499876465	2.558901576	2.575500972	1.592476256	1.695643784	2.426189759	2.825203942	2.319720557	1.404701454	1.313903095	0.952523345	2.024845295	2.473262308	1.602741767	0.824416814	1.024412278	3.797407875	1.064389052	0.671317691	0.497106123					0.744187954	0.506708771	0.471946183	0.552564542		0.429222663	0.565860812	1.085102172	0.585015822			0.71720806	0.537483023		0.826813795	0.701923289	0.84183439				0.489149438					0.503240527									
