Year	Class	Name	MPIMP-ID
2013	MSTs	A260006-101	A260006-101
2013	MSTs	A263002-101	A263002-101
2013	MSTs	A275003-101	A275003-101
2013	MSTs	A278005-101	A278005-101
2013	MSTs	A278013-101	A278013-101
2013	MSTs	A281001-101	A281001-101
2013	MSTs	A285001-101	A285001-101
2013	MSTs	A285012-101	A285012-101
2013	MSTs	A294002-101	A294002-101
2013	MSTs	A295006-101	A295006-101
2013	MSTs	A296003-101	A296003-101
2013	MSTs	A303004-101	A303004-101
2013	MSTs	A311002-101	A311002-101
2013	MSTs	A316003-101	A316003-101
2013	N- Compounds	Adenosine, 5-methylthio-	A280002-101
2013	N- Compounds	Adenosine-5-monophosphate	A307003-101
2013	N- Compounds	Allantoin	A189007-101
2013	N- Compounds	Ornithine	A162001-101
2013	N- Compounds	Butylamine	A110007-101
2013	N- Compounds	Ethanolamine	A128002-101
2013	N- Compounds	Gluconic acid, 2-amino-2-deoxy-	A204015-101
2013	N- Compounds	Guanosine	A278001-101
2013	N- Compounds	Indole-3-acetaldehyde acetal	A207005-101
2013	N- Compounds	Putrescine	A175002-101
2013	N- Compounds	Pyridine, 2-hydroxy-	A105003-101
2013	N- Compounds	Pyridine, 3-hydroxy-	A114003-101
2013	N- Compounds	Spermidine	A226002-101
2013	N- Compounds	Triethanolamine	A163003-101
2013	N- Compounds	Tryptamine, 5-hydroxy-	A248001-101
2013	N- Compounds	Uracil	A136001-101
2013	N- Compounds	Uric acid	A211006-101
2013	N- Compounds	Uridine	A246006-101
2013	Phenylpropanoids	Caffeic acid, trans-	A214001-101
2013	Phenylpropanoids	Catechin	A289005-101
2013	Phenylpropanoids	Cinnamic acid, 4-hydroxy-, cis-	A180006-101
2013	Phenylpropanoids	Cinnamic acid, 4-hydroxy-, trans-	A195001-101
2013	Phenylpropanoids	Ferulic acid, trans-	A210001-101
2013	Phenylpropanoids	Quinic acid, 3-caffeoyl-, trans-	A311001-101
2013	Phenylpropanoids	Quinic acid, 5-caffeoyl-, cis-	A301002-101
2013	Phenylpropanoids	Quinic acid, 5-caffeoyl-, trans-	A319001-101
2013	Phenylpropanoids	Sinapic acid, cis-	A207001-101
2013	Phenylpropanoids	Sinapic acid, trans-	A225001-101
2013	Phosphates	Ethanolaminephosphate	A177014-101
2013	Phosphates	Fructose-1-phosphate	A230003-101
2013	Phosphates	Fructose-6-phosphate	A232002-101
2013	Phosphates	Gluconic acid-6-phosphate	A244001-101
2013	Phosphates	Glucose-6-phosphate	A233002-101
2013	Phosphates	Glyceric acid-2-phosphate	A179005-101
2013	Phosphates	Glyceric acid-3-phosphate	A181003-101
2013	Phosphates	Glycerol-3-phosphate	A177002-101
2013	Phosphates	Glycerophosphoglycerol	A218002-101
2013	Phosphates	Inositol-phosphate, myo-	A243001-101
2013	Phosphates	Mannose-6-phosphate	A231001-101
2013	Phosphates	Phosphoenolpyruvic acid	A159005-101
2013	Phosphates	Phosphoric acid	A129001-101
2013	Phosphates	Phosphoric acid monomethyl ester	A119001-101
2013	Phosphates	Trehalose-6-phosphate	A318001-101
2013	Phosphates	Xylose-1-phosphoric acid	A214020-101
2013	Polyhydroxy Acids	Arabinonic acid	A179001-101
2013	Polyhydroxy Acids	Ascorbic acid	A195002-101
2013	Polyhydroxy Acids	Dehydroascorbic acid dimer	A185002-101
2013	Polyhydroxy Acids	Erythronic acid	A154001-101
2013	Polyhydroxy Acids	Galactaric acid	A204001-101
2013	Polyhydroxy Acids	Galactonic acid	A199002-101
2013	Polyhydroxy Acids	Gluconic acid	A200001-101
2013	Polyhydroxy Acids	Glyceric acid	A135003-101
2013	Polyhydroxy Acids	Ribonic acid	A177001-101
2013	Polyhydroxy Acids	Threonic acid	A156001-101
2013	Polyhydroxy Acids	Threonic acid-1,4-lactone	A140005-101
2013	Polyols	Arabitol	A171012-101
2013	Polyols	Erythritol	A150002-101
2013	Polyols	Galactitol	A194001-101
2013	Polyols	Glycerol	A129003-101
2013	Polyols	Hydroquinone	A140012-101
2013	Polyols	Inositol, myo-	A209002-101
2013	Polyols	Mannitol	A193002-101
2013	Polyols	Ribitol	A173001-101
2013	Polyols	Sorbitol	A193001-101
2013	Polyols	Threitol	A149002-101
2013	Polyols	Xylitol	A171001-101
2013	Sugar Conjugates	4-Hydroxyphenyl-beta-glucopyranoside	A258002-101
2013	Sugar Conjugates	Indol-3-yl-glucoside, beta-	A282006-101
2013	Sugar Conjugates	Salicylaldehyde-beta-D-glucopyranoside	A257012-101
2013	Sugar Conjugates	Salicylic acid-glucopyranoside	A258003-101
2013	Sugars	Arabinose	A167002-101
2013	Sugars	Fructose	A187002-101
2013	Sugars	Glucose	A189002-101
2013	Sugars	Glucose, 1,6-anhydro-, beta-	A172001-101
2013	Sugars	Kestose, 1-	A340003-101
2013	Sugars	Maltose	A274001-101
2013	Sugars	Psicose	A185007-101
2013	Sugars	Raffinose	A337002-101
2013	Sugars	Rhamnose	A172002-101
2013	Sugars	Ribose	A168002-101
2013	Sugars	Ribulose	A166012-101
2013	Sugars	Sucrose	A264001-101
2013	Sugars	Trehalose, alpha,alpha'-	A274002-101
2013	Sugars	Xylose	A165001-101
