Leaf-Control-Flowering-N22	Leaf-Control-Flowering-N22	Leaf-Control-Flowering-N22	Leaf-Control-Flowering-N22	Leaf-Control-Flowering-N22	Leaf-Heat&Drought-EGFStartofstress-N22	Leaf-Heat&Drought-EGFStartofstress-N22	Leaf-Heat&Drought-EGFStartofstress-N22	Leaf-Heat&Drought-EGFStartofstress-N22	Leaf-Heat&Drought-EGFStartofstress-N22	Leaf-Heat&Drought-FLEndofstress-N22	Leaf-Heat&Drought-FLEndofstress-N22	Leaf-Heat&Drought-FLEndofstress-N22	Leaf-Heat&Drought-FLEndofstress-N22	Leaf-Heat&Drought-FLEndofstress-N22	Leaf-Control-Flowering-Dular	Leaf-Control-Flowering-Dular	Leaf-Control-Flowering-Dular	Leaf-Control-Flowering-Dular	Leaf-Control-Flowering-Dular	Leaf-Heat&Drought-EGFStartofstress-Dular	Leaf-Heat&Drought-EGFStartofstress-Dular	Leaf-Heat&Drought-EGFStartofstress-Dular	Leaf-Heat&Drought-EGFStartofstress-Dular	Leaf-Heat&Drought-EGFStartofstress-Dular	Leaf-Heat&Drought-FLEndofstress-Dular	Leaf-Heat&Drought-FLEndofstress-Dular	Leaf-Heat&Drought-FLEndofstress-Dular	Leaf-Heat&Drought-FLEndofstress-Dular	Leaf-Heat&Drought-FLEndofstress-Dular	Leaf-Control-Flowering-Anjali	Leaf-Control-Flowering-Anjali	Leaf-Control-Flowering-Anjali	Leaf-Control-Flowering-Anjali	Leaf-Control-Flowering-Anjali	Leaf-Heat&Drought-EGFStartofstress-Anjali	Leaf-Heat&Drought-EGFStartofstress-Anjali	Leaf-Heat&Drought-EGFStartofstress-Anjali	Leaf-Heat&Drought-EGFStartofstress-Anjali	Leaf-Heat&Drought-EGFStartofstress-Anjali	Leaf-Heat&Drought-FLEndofstress-Anjali	Leaf-Heat&Drought-FLEndofstress-Anjali	Leaf-Heat&Drought-FLEndofstress-Anjali	Leaf-Heat&Drought-FLEndofstress-Anjali	Leaf-Heat&Drought-FLEndofstress-Anjali	Leaf-Control-EGFEndofstress-N22	Leaf-Control-EGFEndofstress-N22	Leaf-Control-EGFEndofstress-N22	Leaf-Control-EGFEndofstress-N22	Leaf-Control-EGFEndofstress-N22	Leaf-Heat&Drought-EGFEndofstress-N22	Leaf-Heat&Drought-EGFEndofstress-N22	Leaf-Heat&Drought-EGFEndofstress-N22	Leaf-Heat&Drought-EGFEndofstress-N22	Leaf-Heat&Drought-EGFEndofstress-N22	Leaf-Control-EGFEndofstress-Dular	Leaf-Control-EGFEndofstress-Dular	Leaf-Control-EGFEndofstress-Dular	Leaf-Control-EGFEndofstress-Dular	Leaf-Control-EGFEndofstress-Dular	Leaf-Heat&Drought-EGFEndofstress-Dular	Leaf-Heat&Drought-EGFEndofstress-Dular	Leaf-Heat&Drought-EGFEndofstress-Dular	Leaf-Heat&Drought-EGFEndofstress-Dular	Leaf-Heat&Drought-EGFEndofstress-Dular	Leaf-Control-EGFEndofstress-Anjali	Leaf-Control-EGFEndofstress-Anjali	Leaf-Control-EGFEndofstress-Anjali	Leaf-Control-EGFEndofstress-Anjali	Leaf-Control-EGFEndofstress-Anjali	Leaf-Heat&Drought-EGFEndofstress-Anjali	Leaf-Heat&Drought-EGFEndofstress-Anjali	Leaf-Heat&Drought-EGFEndofstress-Anjali	Leaf-Heat&Drought-EGFEndofstress-Anjali	Leaf-Heat&Drought-EGFEndofstress-Anjali	Spikelet-Control-Flowering-N22	Spikelet-Control-Flowering-N22	Spikelet-Control-Flowering-N22	Spikelet-Control-Flowering-N22	Spikelet-Control-Flowering-N22	Spikelet-Heat&Drought-EGFStartofstress-N22	Spikelet-Heat&Drought-EGFStartofstress-N22	Spikelet-Heat&Drought-EGFStartofstress-N22	Spikelet-Heat&Drought-EGFStartofstress-N22	Spikelet-Heat&Drought-EGFStartofstress-N22	Spikelet-Heat&Drought-FLEndofstress-N22	Spikelet-Heat&Drought-FLEndofstress-N22	Spikelet-Heat&Drought-FLEndofstress-N22	Spikelet-Heat&Drought-FLEndofstress-N22	Spikelet-Heat&Drought-FLEndofstress-N22	Spikelet-Control-Flowering-Dular	Spikelet-Control-Flowering-Dular	Spikelet-Control-Flowering-Dular	Spikelet-Control-Flowering-Dular	Spikelet-Control-Flowering-Dular	Spikelet-Heat&Drought-EGFStartofstress-Dular	Spikelet-Heat&Drought-EGFStartofstress-Dular	Spikelet-Heat&Drought-EGFStartofstress-Dular	Spikelet-Heat&Drought-EGFStartofstress-Dular	Spikelet-Heat&Drought-EGFStartofstress-Dular	Spikelet-Heat&Drought-FLEndofstress-Dular	Spikelet-Heat&Drought-FLEndofstress-Dular	Spikelet-Heat&Drought-FLEndofstress-Dular	Spikelet-Heat&Drought-FLEndofstress-Dular	Spikelet-Heat&Drought-FLEndofstress-Dular	Spikelet-Control-Flowering-Anjali	Spikelet-Control-Flowering-Anjali	Spikelet-Control-Flowering-Anjali	Spikelet-Control-Flowering-Anjali	Spikelet-Control-Flowering-Anjali	Spikelet-Heat&Drought-EGFStartofstress-Anjali	Spikelet-Heat&Drought-EGFStartofstress-Anjali	Spikelet-Heat&Drought-EGFStartofstress-Anjali	Spikelet-Heat&Drought-EGFStartofstress-Anjali	Spikelet-Heat&Drought-EGFStartofstress-Anjali	Spikelet-Heat&Drought-FLEndofstress-Anjali	Spikelet-Heat&Drought-FLEndofstress-Anjali	Spikelet-Heat&Drought-FLEndofstress-Anjali	Spikelet-Heat&Drought-FLEndofstress-Anjali	Spikelet-Heat&Drought-FLEndofstress-Anjali	Spikelet-Control-EGFEndofstress-N22	Spikelet-Control-EGFEndofstress-N22	Spikelet-Control-EGFEndofstress-N22	Spikelet-Control-EGFEndofstress-N22	Spikelet-Control-EGFEndofstress-N22	Spikelet-Heat&Drought-EGFEndofstress-N22	Spikelet-Heat&Drought-EGFEndofstress-N22	Spikelet-Heat&Drought-EGFEndofstress-N22	Spikelet-Heat&Drought-EGFEndofstress-N22	Spikelet-Heat&Drought-EGFEndofstress-N22	Spikelet-Control-EGFEndofstress-Dular	Spikelet-Control-EGFEndofstress-Dular	Spikelet-Control-EGFEndofstress-Dular	Spikelet-Control-EGFEndofstress-Dular	Spikelet-Control-EGFEndofstress-Dular	Spikelet-Heat&Drought-EGFEndofstress-Dular	Spikelet-Heat&Drought-EGFEndofstress-Dular	Spikelet-Heat&Drought-EGFEndofstress-Dular	Spikelet-Heat&Drought-EGFEndofstress-Dular	Spikelet-Heat&Drought-EGFEndofstress-Dular	Spikelet-Control-EGFEndofstress-Anjali	Spikelet-Control-EGFEndofstress-Anjali	Spikelet-Control-EGFEndofstress-Anjali	Spikelet-Control-EGFEndofstress-Anjali	Spikelet-Control-EGFEndofstress-Anjali	Spikelet-Heat&Drought-EGFEndofstress-Anjali	Spikelet-Heat&Drought-EGFEndofstress-Anjali	Spikelet-Heat&Drought-EGFEndofstress-Anjali	Spikelet-Heat&Drought-EGFEndofstress-Anjali	Spikelet-Heat&Drought-EGFEndofstress-Anjali
0.059605904				0.057771477	0.497305186	0.211493483	0.172931765			0.21749626	0.995397869	2.635312334	0.899361278				0.0484374			0.899185225	0.544972407				0.173451748		0.831335586		0.187410016				0.05272862	0.060605504	0.172547641	1.031393298		0.21202829	0.944198207	0.655667875	0.54081501		0.525098896		0.437365689	0.332547264	0.067558242	0.063872697	0.112001357	0.309357485	0.431152089	1.90602195	1.608774894	2.267404089	0.275556482	0.064930302	0.071002665		0.084035141	1.825464381	2.282381758	0.223188999	1.848310906	0.614105827	0.132228437	0.09390536	0.086052414	0.134595379	0.090259507	0.877059187	0.696090899	0.477097751	0.07607099	0.220122458	1.751453802	1.942069291	2.016513783	1.046687554	2.651299952	1.61884932	2.386561958	2.407493682	1.420595373	0.063262293	1.352903687	1.048557609	0.670235977	0.893367319	8.864882972	0.90742398	1.02750537	0.569481885	1.240169852	1.242770073	2.117746778	2.373699681	2.01377136	1.382292378	2.231513281	0.908024991	1.325795241	1.122321819	0.986632203	1.650026141	4.842097059	5.933230665	6.537625905	6.894186638	8.00439551	4.907497362	6.342419449	8.075450039	3.35422741	5.401819186	3.904520456	5.142872602	4.123648111	4.183321288	4.153956479		0.209742416	0.689655972	0.561833392	0.495654383	0.718046707	0.703544554	1.250321841	1.00421379	1.679524914	0.201266147	0.166689734	0.27905839		0.082245261	0.398230995	0.693839763	0.446903473	1.394377522	0.851446234	0.070893708			0.055065653	0.089032294	0.639654464	0.529248575	1.000980697	0.676531296	0.160702742
					6.238082001		1.082707557			1.000476236	1.136847191	4.59871955	3.135707008		0.190059488					5.516863247	1.217236203	0.879192805	0.200360139	2.519936646	1.347342881	0.236222524	1.227432176		0.864211668	0.564408437					2.278872492	6.952296093	0.326996278	1.191623483	0.550982768	4.197202302	1.387789069	0.260665999	1.114482673	0.370778786	1.059649223	1.254838089		0.183156756	1.179064611	2.02491261		2.164937409	1.347834148		3.347810375		0.152829786			0.511565067	8.419895714	1.028732606	4.994203543	0.539611839	1.509040935		4.357718512			5.203094852	1.727633601	2.207414043	0.72511605	0.836080092	3.560106174	3.484590762	3.669962037	3.861647421	8.21205159	4.972699221	4.267342709	5.331393537	5.161007682		5.211152988	3.165215102	3.848979273	4.114753999	9.681951694	2.346371013	2.608767445	2.568717446	2.58789614	3.667268206	2.870070331	3.653539781	3.408007128	2.465184587	3.850094546	5.00357395	4.012674321	4.587608096	4.53443372	6.370618003	5.835516498	6.602714644	6.76766641	6.600878474	10.20133137	5.326115041	5.873386989	8.527310217	6.424984838	9.236128509	9.231518995	9.054303533	10.54723136	10.01763147	9.913899956			1.118446316	0.510416533	0.626749275	0.777913646	1.254171206	2.239606648	0.546847065	2.287751277					0.213312543	0.259913608	0.507572429	0.801306409	1.503019858	1.39666796	0.199128914	0.214280709	0.621308608		0.18885282	1.056874655	0.590649002	2.480027819	1.569369745	0.206444772
0.313044525	1.686736751	0.569737939	0.68768063	0.642817951	13.94365383	10.48609703	12.14569352	15.43454653	10.78100911	2.313432235	8.514667868	7.897297923	8.671614001	3.287656476	1.220657625	0.79780219	0.290595922	0.934045748	2.053678156	9.361157816	15.65642684	10.99145214	13.62232081	16.49885325	2.043092861	1.222485209	7.707957127	1.889435194	3.8256491	1.633415706	0.327796382	0.230167058	0.361147614	0.654159993	4.164374667	11.72794719	4.549712526	10.25551954	5.508658538	4.340810179	1.336559748	1.778124613	4.44565214	2.721700206	1.180425892	1.499972528	0.457224299	3.019762387	0.464469433	3.874925794	4.614809615	4.201780319	3.628025824	5.143193411	1.251597262	1.216227872	2.172264482	0.56577505	1.592998338	9.196179073	14.69783106	8.960316039	11.51209451	4.164365231	1.377068471	1.502227082	0.187702624	0.502070839	1.0002559	3.713689214	5.105461342	2.836946027	1.238091346	2.929656024	1.696115769	4.690448216	2.684892928	3.925466898	1.993386878	5.147798825	5.153976197	4.86126935	5.469193201	0.931986164	3.021840082	5.048492038	4.774913227	5.759016576	2.45218323	4.266516192	5.468076666	3.407554139	1.481652574	1.796560791	5.999873807	4.09566516	3.822029759	1.564526084	4.28554482	2.098602847	6.621103804	5.314234052	6.305827103	2.120727236	4.397639307	5.795249989	5.142114629	5.360784968	2.247502431	3.007350747	4.904135867	4.607784209	1.640840592	2.640503927	8.06869209	6.116006651	7.592644395	3.312382503	3.991586853	3.000089753	5.094813912	5.425244792	1.463331718	3.636577392	7.884825252	4.90349406	7.850838465	8.58178662	7.976092906	3.959014051	3.042789869	2.406163235	2.592216557	1.473771974	3.647358113	5.007095324	5.697361155	4.906376894	4.19442492	3.698898822	2.041428872	2.631497245	2.936369725	3.342649081	5.764912956	4.592828424	5.242405778	5.636701266	1.763579813
10.09131574	8.598862366	7.917935518	7.460630696	6.089190387	15.09599073	9.204576656	12.71543479	8.526814173	11.65274339	7.659344619	6.784448304	8.874117128	9.661935258	7.99653771	9.835812714	7.275031525	8.231275712	7.930466089	6.474731764	12.20105512	9.808383618	10.02025019	9.440121222	9.07245459	9.558719923	8.76658464	8.225522926	7.849629653	6.378088565	9.955098979	8.951926846	7.377986252	8.177582149	6.632082238	11.91766638	13.89068501	8.014578128	9.04733883	7.271273456	10.33065316	8.278191278	8.8663262	6.458603288	6.545790363	8.535158566	9.497246042	7.810949059	9.111864104	6.913459791	9.730855418	7.367232711	9.185090641	7.299524205	6.849254856	9.692214664	6.556835654	8.916176518	3.520951196	5.934583863	9.297798093	8.465135009	6.32035276	8.119806096	5.516852025	9.336946323	6.873478786	8.398335249	6.461316301	6.583734564	11.41414659	7.031344469	8.780140359	3.506381797	5.599082484	4.913502926	4.528650292	3.800747518	3.069576031	4.849368358	3.118212861	4.032181294	3.593461784	3.565811508	3.429986682	4.371227979	4.876937686	4.609415891	3.696112536	4.011674303	3.260690238	4.648349594	4.141307703	4.153460445	3.772519883	3.360548844	2.876821149	3.735029893	4.239987148	3.876289076	4.444311053	3.538138999	4.242110989	3.038327522	4.069385236	4.33079993	4.371261452	4.76346405	3.396979943	4.16959928	2.790313613	3.943847298	5.421898623	3.587022758	3.422152269	3.193005368	3.977468975	3.806832651	4.216083204	4.007331742	2.900597324	6.159010293	6.512054076	7.182026118	3.534789727	4.620025306	3.219562066	5.607908555	5.155032813	4.529296082	3.465091242	4.062372562	4.387497796	3.522093239	3.663804792	3.485793292	4.84601698	6.882437913	4.625647978	3.45307012	4.340406795	2.831940623	4.114827417	5.050954329	4.67402482	3.653646212	4.658988428	5.654217161	3.549520533	3.324731976
11.96271899	9.552912959	8.602309881	6.163774934	4.677780817	20.80563427	9.092059748	16.41331977	4.653012382	10.72536145	6.449832385	6.155869306	10.27361271	10.98177609	6.990546363	12.50452641	8.938028315	8.598410249	7.009702531	4.937315685	15.94221604	10.86825903	10.87405543	8.817967086	9.064620237	11.12722154	9.315840887	10.39170816	7.244359107	5.940678237	8.850285241	8.005170127	8.012370799	9.594293252	5.516237504	11.4621467	17.92568624	10.43764054	10.9716219	6.765722549	10.75461262	9.30294153	9.754496296	6.747441872	4.989719306	9.068056028	10.77285889	8.434133128	10.90353144	6.090270282	12.03326987	8.138449307	9.717430783	7.512494255	6.904716749	10.39302125	7.312079238	10.06110088	2.102158946	5.56816303	8.696732928	9.799778865	6.488987381	10.8104154	5.801082177	11.46020415	7.963434496	9.549468154	7.022397053	5.93060577	12.59911265	7.495289466	11.30247582	2.621213375	4.729451363	4.522948167	4.39012808	3.353688151	2.419979552	4.300882592	3.097124284	5.07303069	3.69157181	3.274375094	3.015514296	4.21302262	4.743855215	4.933412508	3.322658162	3.37706348	2.976584922	5.577549933	3.740974314	4.391341159	3.699372998	3.632241749	2.360276157	3.49866799	4.520484491	4.155312234	4.214925024	3.992892052	3.640729348	2.972064015	3.655047028	4.472036578	4.938704254	4.960899746	3.521810658	3.535223075	2.461975667	4.369217868	5.807507357	3.299852874	2.841207697	2.524309916	4.648047583	3.610105508	3.871243274	4.114306293	1.937422545	5.102517054	5.729478127	5.952068861	2.486386091	4.341239752	2.643794259	5.104772107	5.458432601	4.474309916	3.065005435	3.100357538	3.661040923	3.087893573	2.792709501	2.678185246	4.817439948	5.865374952	4.538924676	2.875370575	3.649610268	1.964998986	3.780967258	5.015140792	4.02500962	2.930683291	4.346475247	5.608886567	3.162601543	2.409614959
3.590871778	2.596501931	2.604608038	3.023174557	3.704709044	3.766333312	2.128459809	3.521319941	4.253397989	4.770085587	2.789940467	1.994109866	7.715046419	4.949796196	8.978392129	3.287154636	0.836542884	2.172795367	2.217455658	1.71131004	3.227167228		1.874232067	2.034188767	3.121742891	3.78768328	2.796988591	3.733917717	1.991907407	4.357071237	1.437144472	1.483096383	0.766571109	1.254031659	1.633065817	1.656496214	1.771216973	1.35350112	1.050039861	1.441368828	3.911249195	2.622289071	1.550274298	3.496808872	1.822983129	7.151814293	8.403994997	3.650691221	3.960689257	7.260892353	3.124804593	6.668773452	4.069920082	10.60442955	6.434357774	4.65386845	4.763392804	4.730050187	2.262249351	2.982587815	3.408203316	1.40615461	1.698260144	3.577484874	4.120396221	5.14649825	3.993646038	4.888395647	4.595588398	4.456720466	4.671983655	3.320590024	4.928464864	2.042390886	3.408372243	2.886392749	5.606785675	5.841717627	6.275198623	4.186234584	5.002669364	7.261829644	5.322523337	8.970488573	3.357456091	6.736453661	5.793065974	5.329465257	7.050109884	2.629898822	10.69442827	22.71490578	13.09825791	10.02784038	17.11153201	7.04067062	7.127375672	6.861588464	5.003798018	7.661627787	4.591016529	5.7149723	7.375482223	8.24230285	5.095836328	4.801075687	3.997152003	4.539242851	4.638434417	3.140253872	6.667155254	3.982188367	4.855079173	4.81535216	6.815772601	5.434558639	4.497267782	5.622125565	5.124578221	5.350437088	1.843514358	1.978782621	1.808787221	0.977620557	1.197855579	1.588418631	1.477183683	1.65451901	1.451068219	1.615761754	2.740873382	2.855854712	3.195640623	3.506291186	1.055881925	2.057227174	2.467507929	4.941180491	2.452161413	2.643118614	1.545410238	1.830722573	1.526996662	1.366656991	1.266618875	2.011162201	2.196304493	1.989233149	2.768500903	
0.691444099					1.204709782		1.6243213		1.511438846			0.854922422	0.799254394		0.80963611	0.889787936	0.738189963			1.204781207		0.844651745			0.712486979							0.985532497	0.765853021	0.796425952		1.401905293	1.333606609	0.912234452	1.367765265	0.642054936	0.700816605					0.728554765	0.738457379	0.891993794		0.820380053									0.899429047		0.886117368		1.006203749																																																																																						
4.864770183	3.738334255	2.926295055	1.694931412	2.876741312	5.322495546	2.833663865	7.065287002	0.698484105	4.05710001	2.967804345	2.327618173	4.883044221	5.724786911	3.812811914	5.400012513	4.720411902	3.626738364	2.639278965	3.059295455	4.253947699	4.042328073	2.77320309	1.439103735	3.024949019	4.001793073	3.917358968	2.410163221	1.789962338	2.743582456	3.061514153	2.399588137	5.444281555	4.177798938	2.7835088	3.000052509	6.844497193	5.04809568	3.122628202	2.073784292	6.052196479	5.414540781	3.395029124	2.281927606	3.512741508	3.73879661	7.271068429	5.828201173	4.364919078	3.031517152	5.116905169	4.790166707	3.224706422	1.745725671	2.722935723	3.467398841	3.171973912	6.205704345	0.62716316	2.667056818	2.342876551	4.317458874	4.495854259	3.113457634	2.079283716	5.270849317	3.722032048	3.569058403	1.589728102	3.046977016	4.616679578	2.873750904	6.319075659	0.774936047	2.628928601	5.141003653	1.2847862	0.896938563	0.725991588	3.933463276	1.80483789	0.916341585	0.664908878	0.850833254	3.723858423	2.689875186	1.042314276	0.639164401	0.576264859	2.34884581	1.238202969	0.531979308	1.1426364	2.6867051	2.530285762	1.465028912	1.890778059	1.159121535	2.785795474	2.531889302	4.510513945	1.322869362	1.092894247	0.951576775	3.692197705	1.307681022	0.687150993	0.589984311	0.589483872	3.088806505	1.124753319	0.490828094	0.374024714	2.81703549	2.657213468	1.288102669	0.497067207	1.477561151	2.827413082	2.790815654	1.389956982	0.699124646	0.551299488	3.681687217	1.124541973	1.452511883	1.661241456	1.196689674	3.349490116	2.782122415	2.112955849	1.021255084	0.854870721	0.791810873	4.09360047	1.560721178	0.540950764	0.562062102	0.456053114	1.234689971	1.570027701	1.628830855	1.129789229	3.211661827	2.95074379	1.93448039	0.872910062	0.823312334	0.689719699	3.425747055
13.12189982	9.50660251	8.806299685	14.3076688	9.540530834	9.743007375	6.704967237	7.063165188	7.888883014	11.89723809	5.943096433	8.467909582	14.93689043	10.81076903	16.22469046	7.960648137	7.964043504	7.562587856	9.058291452	7.641110674	6.147980136	3.912375134	5.607003401	6.533750453	6.244816301	5.803466982	7.857366659	7.146461676	8.862271417	6.034556133	10.15133215	10.60312184	8.651131037	9.995830712	14.17548267	6.229367796	7.326053155	6.543642925	6.221359147	8.441346973	11.4271213	9.252815132	7.209883555	10.56230611	5.867339697	8.939832563	13.35527276	6.935357342	14.65249614	9.431636279	8.029822817	12.87229276	7.876899489	10.3421049	9.36087779	6.474928746	8.641738713	11.07316266	5.488864943	5.519344416	3.874750816	6.277003083	5.810090241	7.987280192	4.964290668	12.16533786	8.219168257	11.39653542	12.7643942	12.93424308	6.756601071	8.3096702	5.811302317	6.227151613	6.150616086	3.474477545	3.63922556	1.898799751	3.280265256	2.639988695	2.949708149	3.987462884	3.098147375	3.652903335	1.944229915	5.180124425	3.63410764	3.045447785	3.963594862	2.648898105	3.62802187	4.478479085	3.875778263	2.42978851	3.047279309	3.866567784	3.831004252	3.934823319	2.670205478	2.721865696	3.861092404	4.866334219	3.610765109	3.152811192	2.701793775	2.711408036	4.247289081	2.581733287	1.989174781	2.929180321	2.367626288	4.000610454	2.508887444	2.656660062	2.34272505	2.985543581	3.972707527	3.59936356	2.594343333	2.73392129	3.107241045	1.986913881	2.269719567	2.091935764	1.219415433	4.234509748	3.489504231	3.493165797	2.483011674	1.62955411	2.695950429	1.605387837	2.53855108	3.208038794	2.713114041	3.264457549	3.535446425	3.336725331	2.266247755	1.906310422	2.794759307	2.6307847	2.458368658	2.01298411	2.387857815	4.713741963	2.317232852	3.431166652	3.861964593	1.746829956
8.421708199	8.359307609	7.390713912	8.525684463	4.638728914	11.98697278	4.525456308	12.5801881	5.11505889	12.77682055	5.14646436	5.321670331	11.6297115	16.45234429	14.48631858	10.22946995	7.755899104	9.195474018	11.996248	6.478086306	9.702872732	6.872941074	7.98367615	9.046877772	11.34841177	8.067733835	5.857602629	6.106626173	9.112627875	3.674722522	7.191273623	5.065357576	6.15576634	9.954870183	11.36945938	5.069908625	11.62703282	7.826873423	9.446682065	8.83860928	6.959482046	4.839477265	8.7861013	5.776115918	5.245062387	10.67376026	10.68977127	7.119920801	8.190464211	8.146054761	8.683743212	5.70646572	6.179717954	10.28013575	6.432791432	11.14345821	9.711621401	14.48116379	8.598816067	12.85229263	2.752916378	6.836270695	5.87618251	7.086735757	10.07290264	9.915282908	4.077589699	5.714007311	5.550513233	5.905898378	6.319117907	3.365318916	6.036690275	4.409039718	9.334712422	4.8055909	4.654565523	3.529884419	4.335356142	5.384679914	4.329115607	5.556695091	3.721485081	6.262197808	2.9485972	4.33772428	4.271799208	3.822426998	4.166533654	3.353995837	4.32906617	4.540232965	3.638831529	3.551483791	3.937232417	4.165512053	4.383573024	4.798831604	3.821008316	4.260514507	4.71831743	4.28986996	3.974266356	4.120184861	6.07559851	4.478326687	3.83648743	3.09177335	3.070115905	4.166896837	3.408426818	3.897903563	3.641395596	3.987245398	3.673980696	3.173377159	3.234799863	3.785782283	3.841204807	3.737944453	3.428095493	3.348445816	3.456976643	1.769311602	3.035266767	3.648231724	3.165771872	4.960846332	3.248536923	2.743232306	3.697630474	2.89453316	3.157436078	3.498279974	3.11863221	3.43111233	2.960557514	2.595010289	2.487918055	3.763844515	3.294420243	3.053379775	3.793313301	3.38625736	3.356493049	4.169400446	3.531081	3.917705427	3.86597846	2.375785335
10.56724721	13.20204329	12.33479259	12.48673026	10.36729754	23.02865849	13.88409973	17.16272419	13.76997536	23.07363836	7.152805473	8.494452771	12.95171611	13.07189117	17.10416256	11.77236251	11.88884148	10.95313862	14.03709218	11.55917553	14.62382098	14.89902454	15.919466	18.03643048	22.16806814	10.75225827	11.54627272	13.779905	13.93069001	10.65256405	8.402883494	11.80736063	11.20699875	11.43421683	12.0038954	12.88096638	19.21670456	12.10367759	14.45560493	13.37267146	11.3246802	11.04276508	12.60203223	11.4795554	10.49893704	9.136634571	10.40245755	10.80375443	12.24121333	12.36940217	11.28496467	10.67553673	10.6247059	13.19441847	12.94165361	9.338901525	11.09180129	12.70670766	6.807280334	13.46958208	8.276495789	10.49638966	10.8325018	12.54137904	11.07104309	10.08306341	10.34441225	10.94763448	11.19861966	10.41553737	10.22344801	10.33093919	10.94200548	5.699531868	10.98064168	7.838391813	10.61746778	7.071701977	8.081893018	9.334114012	7.743248146	8.779051553	7.426737885	10.00969375	7.686417789	9.157758389	10.0196563	7.975506382	8.971128286	5.933838983	9.134502089	11.15760592	8.445223207	7.465505225	8.055353781	9.134354988	5.334217106	8.279355641	6.602939666	8.202507947	7.529950835	8.917999732	8.146696552	7.55905004	7.679793881	9.956233146	9.343008697	9.279936125	8.752630587	8.206945992	6.522035519	8.761548566	8.789226848	6.3846765	6.700531251	6.670045561	8.121171989	8.92588384	7.308594899	8.223486279	8.133877164	11.88768319	11.30460001	2.861218989	6.690721385	12.01005182	6.209214743	11.24780129	8.582645532	8.681173096	8.891795454	9.233435012	9.87027479	9.778795397	7.386541557	9.03389059	9.99527043	12.30142146	10.52363391	8.992315725	10.44839982	5.641745351	9.067105939	9.059431365	10.21751882	8.817201207	10.19911816	10.61137807	8.90008496	6.097782958
0.843957027	0.873348647	0.686198969	1.403689193	0.731963275	2.270476086	0.399317314	0.841801771	0.980681595	1.512566043	1.191697811	0.479562791	0.701131466	0.722506554	0.611856609	1.980717008	1.545486188	1.731162264	2.729468731	1.279867227	1.196927201	1.638854658	1.693671036	1.418700049	1.888128285	1.460936881	1.265992469	2.473434146	1.419995914	0.842715385	1.620257585	2.009712611	1.933935915	2.279903813	2.791199518	1.257964282	2.131523281	1.533047836	1.004214048	1.014557101	4.016055523	4.009505869	1.728954555	3.539598331	1.410331479	0.557692148	1.933073832	0.845751918	1.761727448	0.571415434	0.756087394	0.663162497	0.715109086	0.572549614		0.543053371	1.065916541	1.094998792	0.792748296	1.41854017	0.706788605	1.138340531	0.617827684	1.744255464	0.321272702	1.5019271	5.542317275	2.841288065	1.833205523	1.539323142	4.434788965	5.849929452	3.808616392	1.034008388	0.750999998	0.636302421	0.805041647	0.810304422	0.496481922	0.950324622	0.805511924	0.396780126	1.079737579	0.496581369	0.398866878	0.612482237	0.650563376	0.424442218	0.34366019	0.550611649	0.707335028	1.367098883	0.88071343	0.810988695	0.660414628	0.684541547	0.514523369	0.686695659	0.698902333	0.75608988	0.638040351	0.582928524	0.538379355	0.554337575	0.512938836	0.853167107	0.665082295	1.078913839	1.011600102	0.62293436	0.884372231	0.487440026	0.735704803	0.519285048	0.711196848	0.660805136	0.41598808	0.757408858	0.785774563	0.646614255	0.342371164	0.415534585	0.463082313		0.307168439	0.329906137			0.359789446	0.57960775	0.558624421	0.666088824	0.45549926	0.568247239		0.62515999	0.560902562	0.383105418	0.545192798	0.728847506	0.349895082			0.333505162	0.442451554	0.27735778	0.366143605	0.395719643		0.565027626
2.345293167	1.303640671		1.626503735	1.719879292	4.65017997	1.744547885	3.307650031	2.47865539	4.042548604	2.589425237	3.457061625	7.042141878	5.155416699	5.125107689	2.082785499	1.553646604	1.667312739	1.743767637	1.252737681	4.615296296	11.74309719	8.486525557	4.931815188	2.84755879	2.393882104	1.287960705	2.105046162	2.029763215	1.589077189	1.615588567		1.459538698	1.805017493	1.988924712	1.786251892	3.170348029	1.572475278	1.687135518	1.965019545	2.354156538	2.320831111	2.07171218	2.405134275	1.629354098	4.220199917	5.244780299	0.676730066	2.272225253	4.84495505	3.325632803	5.051956319	2.786217787	4.696764163	8.715681145	2.743960638		5.323147484	1.597695034	3.068869043	5.850526905	5.13595587	3.708553417	5.144469958	4.251774968	4.634068028	3.002454918	2.8775716	5.924017851	2.448987128	4.394414337	2.004416165	5.943540731	1.330040125	8.270898818										1.282444032																																												0.678229887	0.809709927	1.442287658	1.40334991				1.284517					1.019857819			0.960218098	1.197874454					0.960269522
