Class	Name	MPIMP-ID	Spikelet-Control-EGFEndofstress-N22	Spikelet-Control-EGFEndofstress-N22	Spikelet-Control-EGFEndofstress-N22	Spikelet-Control-EGFEndofstress-N22	Spikelet-Control-EGFEndofstress-N22	Spikelet-Control-EGF12hRewatering-N22	Spikelet-Control-EGF12hRewatering-N22	Spikelet-Control-EGF12hRewatering-N22	Spikelet-Control-EGF12hRewatering-N22	Spikelet-Control-EGF12hRewatering-N22	Spikelet-Control-EGF36hRewatering-N22	Spikelet-Control-EGF36hRewatering-N22	Spikelet-Control-EGF36hRewatering-N22	Spikelet-Control-EGF36hRewatering-N22	Spikelet-Control-EGF36hRewatering-N22	Spikelet-Control-EGF60hRewatering-N22	Spikelet-Control-EGF60hRewatering-N22	Spikelet-Control-EGF60hRewatering-N22	Spikelet-Control-EGF60hRewatering-N22	Spikelet-Control-EGF60hRewatering-N22	Spikelet-Heat&Drought-EGFEndofstress-N22	Spikelet-Heat&Drought-EGFEndofstress-N22	Spikelet-Heat&Drought-EGFEndofstress-N22	Spikelet-Heat&Drought-EGFEndofstress-N22	Spikelet-Heat&Drought-EGFEndofstress-N22	Spikelet-Heat&Drought-EGF12hRewatering-N22	Spikelet-Heat&Drought-EGF12hRewatering-N22	Spikelet-Heat&Drought-EGF12hRewatering-N22	Spikelet-Heat&Drought-EGF12hRewatering-N22	Spikelet-Heat&Drought-EGF12hRewatering-N22	Spikelet-Heat&Drought-EGF36hRewatering-N22	Spikelet-Heat&Drought-EGF36hRewatering-N22	Spikelet-Heat&Drought-EGF36hRewatering-N22	Spikelet-Heat&Drought-EGF36hRewatering-N22	Spikelet-Heat&Drought-EGF36hRewatering-N22	Spikelet-Heat&Drought-EGF60hRewatering-N22	Spikelet-Heat&Drought-EGF60hRewatering-N22	Spikelet-Heat&Drought-EGF60hRewatering-N22	Spikelet-Heat&Drought-EGF60hRewatering-N22	Spikelet-Heat&Drought-EGF60hRewatering-N22	Spikelet-Control-EGFEndofstress-Dular	Spikelet-Control-EGFEndofstress-Dular	Spikelet-Control-EGFEndofstress-Dular	Spikelet-Control-EGFEndofstress-Dular	Spikelet-Control-EGFEndofstress-Dular	Spikelet-Control-EGF12hRewatering-Dular	Spikelet-Control-EGF12hRewatering-Dular	Spikelet-Control-EGF12hRewatering-Dular	Spikelet-Control-EGF12hRewatering-Dular	Spikelet-Control-EGF12hRewatering-Dular	Spikelet-Control-EGF36hRewatering-Dular	Spikelet-Control-EGF36hRewatering-Dular	Spikelet-Control-EGF36hRewatering-Dular	Spikelet-Control-EGF36hRewatering-Dular	Spikelet-Control-EGF36hRewatering-Dular	Spikelet-Control-EGF60hRewatering-Dular	Spikelet-Control-EGF60hRewatering-Dular	Spikelet-Control-EGF60hRewatering-Dular	Spikelet-Control-EGF60hRewatering-Dular	Spikelet-Control-EGF60hRewatering-Dular	Spikelet-Heat&Drought-EGFEndofstress-Dular	Spikelet-Heat&Drought-EGFEndofstress-Dular	Spikelet-Heat&Drought-EGFEndofstress-Dular	Spikelet-Heat&Drought-EGFEndofstress-Dular	Spikelet-Heat&Drought-EGFEndofstress-Dular	Spikelet-Heat&Drought-EGF12hRewatering-Dular	Spikelet-Heat&Drought-EGF12hRewatering-Dular	Spikelet-Heat&Drought-EGF12hRewatering-Dular	Spikelet-Heat&Drought-EGF12hRewatering-Dular	Spikelet-Heat&Drought-EGF12hRewatering-Dular	Spikelet-Heat&Drought-EGF36hRewatering-Dular	Spikelet-Heat&Drought-EGF36hRewatering-Dular	Spikelet-Heat&Drought-EGF36hRewatering-Dular	Spikelet-Heat&Drought-EGF36hRewatering-Dular	Spikelet-Heat&Drought-EGF36hRewatering-Dular	Spikelet-Heat&Drought-EGF60hRewatering-Dular	Spikelet-Heat&Drought-EGF60hRewatering-Dular	Spikelet-Heat&Drought-EGF60hRewatering-Dular	Spikelet-Heat&Drought-EGF60hRewatering-Dular	Spikelet-Heat&Drought-EGF60hRewatering-Dular	Spikelet-Control-EGFEndofstress-Anjali	Spikelet-Control-EGFEndofstress-Anjali	Spikelet-Control-EGFEndofstress-Anjali	Spikelet-Control-EGFEndofstress-Anjali	Spikelet-Control-EGFEndofstress-Anjali	Spikelet-Control-EGF12hRewatering-Anjali	Spikelet-Control-EGF12hRewatering-Anjali	Spikelet-Control-EGF12hRewatering-Anjali	Spikelet-Control-EGF12hRewatering-Anjali	Spikelet-Control-EGF12hRewatering-Anjali	Spikelet-Control-EGF36hRewatering-Anjali	Spikelet-Control-EGF36hRewatering-Anjali	Spikelet-Control-EGF36hRewatering-Anjali	Spikelet-Control-EGF36hRewatering-Anjali	Spikelet-Control-EGF36hRewatering-Anjali	Spikelet-Control-EGF60hRewatering-Anjali	Spikelet-Control-EGF60hRewatering-Anjali	Spikelet-Control-EGF60hRewatering-Anjali	Spikelet-Control-EGF60hRewatering-Anjali	Spikelet-Control-EGF60hRewatering-Anjali	Spikelet-Heat&Drought-EGFEndofstress-Anjali	Spikelet-Heat&Drought-EGFEndofstress-Anjali	Spikelet-Heat&Drought-EGFEndofstress-Anjali	Spikelet-Heat&Drought-EGFEndofstress-Anjali	Spikelet-Heat&Drought-EGFEndofstress-Anjali	Spikelet-Heat&Drought-EGF12hRewatering-Anjali	Spikelet-Heat&Drought-EGF12hRewatering-Anjali	Spikelet-Heat&Drought-EGF12hRewatering-Anjali	Spikelet-Heat&Drought-EGF12hRewatering-Anjali	Spikelet-Heat&Drought-EGF12hRewatering-Anjali	Spikelet-Heat&Drought-EGF36hRewatering-Anjali	Spikelet-Heat&Drought-EGF36hRewatering-Anjali	Spikelet-Heat&Drought-EGF36hRewatering-Anjali	Spikelet-Heat&Drought-EGF36hRewatering-Anjali	Spikelet-Heat&Drought-EGF36hRewatering-Anjali	Spikelet-Heat&Drought-EGF60hRewatering-Anjali	Spikelet-Heat&Drought-EGF60hRewatering-Anjali	Spikelet-Heat&Drought-EGF60hRewatering-Anjali	Spikelet-Heat&Drought-EGF60hRewatering-Anjali	Spikelet-Heat&Drought-EGF60hRewatering-Anjali
Amino Acids	Glutamic acid	A163001-101	9.984516909	15.94286534	15.89256382	10.15417834	15.13496153	8.795275975	8.626112672	9.711101598	10.60287294	3.617433622	6.711467202	8.664228346	10.06029059	10.8924835	10.67065703	9.065062608	9.929079535	7.251715511	9.946159977	9.772829596	14.91823668	11.93648609	16.9855255	12.2179312	11.19673548	12.6559692	13.83525866	13.26473135	13.32215531	13.80410349	7.663123978	11.74158549	11.28992625	10.10534534	9.732585454	9.516091575	11.36641054	7.047157887	9.463717101	7.266119643	10.69040707	8.797635974	9.200235935	8.233072035	9.381434905	7.213031485	6.677771458	6.01397959	6.524680055	7.844795163	10.5247871	6.027538962	8.939562278	5.92339226	8.664033898	2.206652311	4.341685635	5.434690719	4.533042153	9.72642821	10.07978277	11.35291245	13.21432872	12.34341628	11.10885374	9.630763387	11.38781564	10.90065232	10.80688833	12.57567041	8.91493809	10.35191353	5.25944959	6.90155552	8.502604422	5.915170613	5.17471705	6.02346857	4.073552177	10.50439917	12.59955169	10.81170738	12.34238214	11.15810155	11.52372808	9.52448371	10.42366147	11.45120638	11.79581237	12.28041264	9.428200984	10.38972882	12.87993338	8.738948781	16.00043587	2.746690465	4.123846972	7.406332478	7.258547469	5.626813791	12.33505258	13.05275245	14.68467623	14.52962021	7.89837091	11.46188536	7.969057111	10.40344376	9.060860683	10.81535207	10.09611775	8.012547096	12.54350275	12.09046858	8.930075256	5.578030907	6.980211289	4.946925055	7.661445013	5.993546266
Amino Acids	Glutamine	A178001-101	0.990759425	1.008923316	0.785554652	1.036781122	0.872119437	0.774701982	0.795265739	0.827662048	0.9583407	1.52179965	0.636738955	0.941853204	0.862156833	0.704159533	0.90458813	1.018232686	0.867218968	0.746947194	0.81317614		0.89687926	0.812855614	0.904989469	0.682051947	0.901573899	0.967366258	1.345149416	1.127789985	1.189207976	0.939359962	0.837814491	1.344550781	1.255365771	1.351270534	6.736894425	0.823465841	1.169680451	0.936556345	0.680296463	1.191291415	0.999786163	0.938888946	0.985270266	1.151137085	1.097232105	0.975925625	0.669402992	0.865382214	0.701591447	1.06102395	1.294385275	1.156500008	1.363557382	1.365086397	1.163956222	0.850986955	1.204408778	1.044187442	1.254497105	6.533387289	0.878505946	1.141674941	2.067945438	1.393568594	0.855361132	1.04879676	1.872926129	1.54808209	1.389015014	11.3448529	1.503805607	1.719924062	1.721368081	1.012580467	2.56359602	1.097637705	1.629807947	2.223259303	1.555046671	2.824588464	0.957572777	0.832193902	0.805418587	0.717964316	0.765007575	0.691135187	1.150727887	0.97905415	0.948995776	0.728866574	0.876561684	1.235616832	0.843064329	0.940183167	7.62128478	0.904783458	1.23024757	1.111109259	0.615524613	1.006034869	0.946983586	1.159478824	1.450631174	1.12790849	0.903714562	0.973696103	0.909410751	1.535174689	0.910627081	0.90139351	0.916654413	1.476390998	1.143122861	1.610709159	0.712015108	0.580186437	1.187514335	0.998599985	0.928823089	3.330966546
Amino Acids	Glycine	A133001-101	0.609991691	1.073239044	0.741161963	0.525589882	0.821857322	0.325299103	0.447113651	0.313628439	0.431811673	0.446138027	0.508820126	0.476717741	0.516371563	0.621204214	0.531896681	0.559450357	0.372762629	0.284676913	0.427120256	0.433829319	1.304787905	1.631295194	2.065584814	1.374876473	1.796183204	1.620315808	1.455337446	0.624633588	0.79587858	0.838519638	0.395109973	0.650704205	0.379556222	0.66590593	0.688935836	0.53031609	0.621679669	0.516658083	0.32009746	0.533806416	0.620153812	0.452936077	0.333824355	0.599669724	0.570043351	0.34787968	0.334660579	0.303107659	0.407148967	0.350147738	0.309409458	0.279882655	0.257922064	0.352881701	0.296660269	0.186331513	0.18560644	0.177075857	0.230987274	0.335185834	0.83054411	1.114615804	0.564170598	1.630797847	1.747862043	1.475648907	0.95823942	0.601079444	2.08845286	1.426318995	1.274350992	1.214066382	0.589018071	0.242530162	0.698493772	0.710421674	0.713050649	0.201944206	0.368296271	0.408943441	0.848799451	0.853245256	0.641365468	0.539543143	0.934055842	0.576046475	0.484191933	0.363822291	0.562580349	0.493194102	0.422100871	0.463947757	0.465075732	0.453017584	0.410210031	0.336782731	0.25459447	0.360952817	0.292005225	0.460882726	2.286543668	1.232563096	1.212784373	1.694979405	1.27358697	3.283933379	3.316511157	1.692692119	0.917469012	1.137437214	0.861006723	0.705579976	0.478174645	0.749057537	1.402839976	1.469966828	0.557440189	1.235147625	0.877714146	0.736759916
Amino Acids	Isoleucine	A132002-101	0.691841882	0.950452	1.1815752	0.462688968	0.733621658	0.576429299	0.482567958	0.640620574	0.585234495	0.359462455	0.659703611	0.750537151	0.583092263	0.684585412	0.80477228	0.678105069	0.481368951	0.589089803	0.390408622	1.212629988	2.319243978	1.275169275	1.711933471	3.543657281	2.556862472	1.303391073	0.506667051	0.685699032	0.679418129	0.552092461	0.275333357	0.308512253	0.386296852	0.254652651	0.692161659	0.386420205	0.367787711	0.33270039	0.4568502	0.556067043	1.083844368	0.581695437	0.608994546	0.624206928	0.257861891	0.580415711	0.341839905	0.298354433	0.581840875	0.667406177	0.551553448	0.295999231	0.408408456	0.308132009	0.298296552	0.200756323	0.264690223	0.250987984	0.234261015	0.577617984	2.126523993	1.204899447	2.287252773	1.781297396	1.142254513	0.625714366	0.745923375	0.569489856	0.399273613	0.672722795	0.346371069	0.387419002	0.178675625	0.427326736	0.344562062	0.368344681	0.282760716	0.329400913	0.285761013	2.487910454	0.792992578	0.344950258	0.511937112	0.682662784	0.631815061	0.622837915	0.502830647	0.434153336	0.421904237	0.504356434	0.483651375	0.247835131	0.474492738	0.320365353	1.331712826	0.330154894	0.251268043	0.215453307	0.341248525	0.388544679	2.046577765	1.940618465	2.154158042	1.669078572	0.525435051	0.778134472	0.437310383	0.324328663	0.548606656	0.659306213	0.470470601	0.315640372	0.331017388	0.228811403	0.199292443	0.47694449	0.185949874	0.523215229	0.227093973	0.638062223
Amino Acids	Leucine	A129002-101	1.57089605	1.985412944	1.816952297	0.77094177	2.040193097	1.244073885	1.285105766	1.152174117	1.748716	1.176836161	1.214149145	1.227527254	1.450460355	1.523760398	1.524155855	1.595512511	1.181927335	1.827758434	1.231967294	4.16079439	3.222037674	2.556222158	4.178078985	3.407279784	2.987104429	1.642722418	1.627182875	1.180130809	1.375458332	1.351980503	0.901804943	1.118151389	1.111034801	1.235901323	1.155982315	0.96643934	0.979706175	1.205257709	1.064247385	1.711613535	1.77587023	1.675793605	1.414978591	1.661211654	0.772920181	1.190364182	1.263799993	1.003346096	1.224787404	1.495792972	1.050172358	0.901915493	0.940220787	1.018274301	0.865295424	0.762444199	0.846470776	0.734364548	0.962624688	0.924327216	2.910186227	2.545849563	2.705145036	2.149139132	2.556702309	1.418983046	1.734284932	1.501370358	1.512322984	1.507832251	0.817086535	0.816909602	0.674722301	0.929171091	0.905587225	1.033455631	1.244455942	0.722409605	1.146027937	3.667625839	1.453641976	1.552659668	1.410368652	1.392292988	1.228652626	1.315746554	1.425221637	1.035357913	1.149275426	1.51788317	1.084003063	1.00988492	1.310371936	1.190018087	2.251952283	1.107190732	0.727599038	1.076896564	0.67300493	1.253663388	3.545295564	3.171950123	3.50969338	3.759820446	1.266464568	1.292834628	1.0767762	1.305742884	0.957825749	1.03884106	1.010282784	0.832733779	0.779602703	0.818089303	0.761418299	0.977223398	0.705438784	3.097730753	1.145598411	1.380819017
Amino Acids	Methionine	A152001-101	0.262041755	0.538585697	0.631304474	0.355775405	0.630961127	0.251904668	0.218588455	0.226530278	0.384254948	0.135866506	0.15982369	0.186663828	0.258202964	0.239984	0.301599105	0.294486583	0.231140439	0.291988275	0.312005065	3.420009827	0.939410269	1.076871318	1.44823621	1.021966318	0.864036396	0.659534836	0.52881954	0.578839372	0.726266144	0.729806265	0.150142906	0.204394673	0.183223961	0.249245	3.979012814	0.269769262	0.297554954	0.203915856	0.299410081	0.316273789	0.307278271	0.132570813	0.160696084	0.164729571	0.257199825	0.105025061	0.114832083	0.099283574	0.130795065	0.205868187	0.185250935	0.083778592	0.154785823	0.112630846	0.247671315	0.084328868	0.156478278	0.139553616	0.175496387	4.198346466	0.557945013	0.79432899	0.880679724	0.961245539	0.838604097	0.445298646	0.334342598	0.346963851	0.454618186	5.237280934	0.228763223	0.155424326	0.142668324	0.163448898	0.22749633	0.191921355	0.154297463	0.129873469	0.165867742	5.600877653	0.501052939	0.597066451	0.477958363	0.461413219	0.390036959	0.411922479	0.324615444	0.378924568	0.501264638	0.640197913	0.223208645	0.192307466	0.419540703	0.21408911	5.067722437	0.169965227	0.123975932	0.189803415	0.272770048	0.260779612	0.962538787	0.861088085	0.991507088	1.104090689	0.260021932	0.405386476	0.387097043	0.351830503	0.194123558	0.418654797	0.280643248	0.12964605	0.303884682	0.338892875	0.335492536	0.126220996	0.188603422	0.16277402	0.274986318	2.260499112
Amino Acids	N-Carboxyglycine	A147006-101	0.266101625	0.247313917	0.400420063	0.23651336	0.293422955	0.188282565	0.163570512	0.148929643	0.178350316	0.158658471	0.208448049	0.098543478	0.159399218	0.369989498	0.274599155	0.391349042	0.245228535	0.226952355	0.158784706	0.879981801	0.704487444	0.51897972	0.568166785	0.56435215	0.499443436	1.130643703	0.525441055	0.336350755	0.318503728	0.361952327	0.158310637	0.173464294	0.243832314	0.260056463	0.758989467	0.298919918	0.176919369	0.195205917	0.247390244	0.302625313	0.428008836	0.239654625	0.284676354	0.227751431	0.296446857	0.323705194	0.234624875	0.144970975	0.313572158	0.231073266	0.267481124	0.113217584	0.222789625	0.124738078	0.190977022	0.09304973	0.100367162	0.1466414	0.127226545	0.813563928	0.429199463	0.318114087	0.331797765	0.495706066	0.597356592	0.830803108	0.481484399	0.368153199	0.866452773	1.031431216	0.72437169	0.286036029	0.201974988	0.140909555	0.247586452	0.515779258	0.345191242	0.14735477	0.150532007	0.958845729	0.547878735	0.393590096	0.240527486	0.330100952	0.375276957	0.304525344	0.265324053	0.253205203	0.245178231	0.361210319	0.282548599	0.204121074	0.324216618	0.198954847	0.781036709	0.200593015	0.086039726	0.161632267	0.177096693	0.242729246	1.004217028	0.356470255	0.603574329	0.553629997	0.150525344	1.947879991	1.329105739	0.533437315	0.430689865	0.504613621	0.695110464	0.27227909	0.352430801	0.274669865	0.453092792	0.489163236	0.234372287	0.654132043	0.393546532	0.798188176
Amino Acids	Ornithine	A162001-101			1.607072726	0.668628043										0.555370064		0.585946925				8.102764947	1.702058653	1.199628928	1.581004734	1.318256746	1.428221255	1.426086245	1.49780586	0.992957885	0.923033272						1.755109539		2.523978577		0.453407057		0.947425092								0.596064847											2.064791025	1.31894932	2.30172793	1.957645617	2.926255149	1.487252459	1.408784196	1.415734131		2.174948928	2.167696184	3.327197389	3.452077448			1.141921234	1.551633907	1.483971027			3.842813336						0.445675209				0.568818078	0.705203407				1.582395305						0.981642194					1.536972675	0.767203711									1.123945925				1.594187152
Amino Acids	Phenylalanine	A164001-101	0.87862714	1.563086063	2.215766577	1.458292751	1.605132104	0.718857167	0.67958391	0.701602705	1.094486008	0.32034034	0.371388191	0.255262924	0.708918851	0.607346195	0.84269974	0.565679044	0.383505578	0.869508297	0.571053231	2.454948832	2.945789623	2.104963628	3.930688834	1.891320526	3.290460312	3.223612274	2.255469988	1.771772332	1.752192221	1.771250364	0.383551959	0.727548744	0.676978886	0.987392	1.74738585	0.396555534	0.565107246	0.44349808	0.398188317	0.39970371	0.807775828	0.269784926	0.453509056	0.479397109	0.595840632	0.162756803	0.362395669	0.123445375	0.222850609	0.34378605	0.188204712	0.062494037	0.226639382	0.171089527	0.376125056	0.036839739	0.099488053	0.133911235	0.138706136	1.792214049	1.906944729	2.673674752	2.568452188	3.812772888	2.591141861	1.793610276	1.159522588	1.162602346	2.749520997	2.427847669	1.660647579	0.939438379	0.298202051	0.284658551	0.697251839	0.805617195	0.270180237	0.136721125	0.195203221	3.143417292	0.905224128	0.619041429	0.869153109	0.520208124	0.645170146	0.883244355	0.60881848	0.762011907	0.847562	1.277153176	0.465837409	0.263742228	0.900842789	0.391656195	2.09769509	0.123347948	0.056280238	0.266193861	0.196650127	0.293273682	2.247479059	2.023507852	2.663982992	2.163962732	0.571508446	1.621796223	1.28210463	1.46263871	0.546909076	1.396371892	0.871062076	0.210588728	0.781586106	0.591394935	0.797936396	0.572725716	0.203146845	1.118097631	0.796250763	2.874668823
Amino Acids	Proline	A132003-101	0.120922117	0.301722008	0.172363624	0.112262414	0.168751103	0.082458	0.127459732	0.075214559	0.104086672	0.142639219	0.067358278	0.164976838	0.129410556	0.068616451	0.131752833	0.095812238	0.081373721	0.071195947	0.090131301	0.108657645	0.26425718	0.411783792	0.560945499	0.272297779	0.396225144	0.176055936	0.218829746	0.170777073	0.227582726	0.198405308	0.101265709	0.168639912	0.146688095	0.189857429	0.141712513	0.098687633	0.180590121	0.127544599	0.068732568	0.114602323	0.125372399	0.102580146	0.101034353	0.194775247	0.12537196	0.053850527	0.056765375	0.064727061	0.057473583	0.074776921	0.084799953	0.067012552	0.052760222	0.079278235	0.060290403	0.052773481	0.055014202		0.0597334		0.352421292	0.258727729	0.18726203	0.265214381	0.216434023	0.150480608	0.164055521	0.210540364	0.210114503	1.59593239	0.150756965	0.273188234	0.101758123	0.077761119	0.186168071	0.241030636	0.336785774	0.052907614	0.095845064	0.094060734	0.146203333	0.21879742	0.173668815	0.124195273	0.196108129	0.114837687	0.125892452	0.087066934	0.120516064	0.110936932	0.123311422	0.165182977	0.170675197	0.13345301	0.149506716	0.065485803	0.092452973	0.083044066	0.069461579	0.175797375	0.413038369	0.36221426	0.541392151	0.395799936	0.290696976	0.309112169	0.386627139	0.31795673	0.102818968	0.179344394	0.308400756	0.194998565	0.163230567	0.216462933	0.275087017	0.283124599	0.091593026	0.219114968	0.114761725	0.133158192
Amino Acids	Pyroglutamic acid+Glutamic acid+Glutamine	A153002-101	2.919336293	3.947709961	4.666471806	2.948387777	2.832035317	1.876692543	1.893594373	1.435939626	1.926442573	1.708067102	1.957879845	1.372513606	2.291809824	1.863858622	2.129577788	1.331541895	1.307072006	0.946975725	1.41197859		6.354462985	7.145619293	9.287133751	10.33149964	9.35383835	3.516329923	2.777934944	2.063125607	2.231237511	2.997835242	1.857210864	2.318924087	1.374241006	1.641937556	1.659548952	2.451770585	3.735660077	2.487492289	2.271469202	1.454106559	2.211526489	1.424823617	1.090006957	1.302665209	1.162457232	1.579678993	1.201757348	1.123102521	1.090110093	1.067375317	1.664105305	0.793629091	0.849268143		1.168041519		0.633674087	0.669270733			3.004049661	5.377796823	3.527104479	5.753216582	5.42372233	3.42856608	2.970651644	2.285178346	3.818366351	3.938638248	3.387017827	2.755684904	1.483327992	1.114103552	1.796848059	0.980952512	1.442032852	0.595936273			3.038803986	2.571954507	2.212139764	2.081298521	2.510423744	1.970581606	1.277686998	1.212157257	1.648515648	1.53878096	1.84945701	1.621960126	1.530760948	1.125050582	1.112609375	0.709577978	0.73753068	0.999866517	1.235354187	1.151426349	6.147771492	4.335047371	3.393236674	3.224380885	2.509810359	2.597268895	1.412644292	1.968461947	1.742013359	2.014956534	1.608868852	1.08848549	1.438662581	1.264827811	1.533818938	1.63703783	1.000659956	0.868403616	1.310055807	1.259878955
Amino Acids	Serine	A138001-101	0.688134112	2.317491016	2.634502537	0.412216769	2.292467941	0.336345836	0.350372592	0.176177271	0.783211996	0.224817261	0.262706547	0.142668907	0.331378277	0.117997275	0.113392042	0.182766505	0.101532426	0.111858085	0.2206733	0.783879617	2.80097906	2.341820435	2.861110725	1.159508302	1.899732918	1.336263305	1.055429519	0.875691261	1.611146311	2.129615845	0.099553622	0.247819408	0.076653144	0.396370393	9.994289675	0.106380031	0.114242958	0.081074803	0.141169221	0.133939006	1.465360078	0.863621178	0.732469721	0.830683356	0.103093102	0.498044683	0.543890258	0.163573264	0.105045666	0.102683335	0.184109459	0.072232689	0.289345865	0.172290415	0.485311347	0.085103099	0.087197194	0.082196044		7.621553446	1.039454377	2.728954669	1.61809951	2.567390184	2.675495853	0.87237141	0.67155111	0.68250768	0.956558718	7.025376119	0.124926147	0.671029704	0.106462734	0.16207249	0.204394726	0.454931046	0.101875051	0.09739859	0.11907867	10.36742554	1.801443393	2.362646918	1.319190076	0.36997504	0.692529122	0.811338095	0.750663491	0.682593511	1.250126744	2.190740113	0.256845252	0.234922438	0.875931768	0.542227127	12.45663282	0.112083602	0.144289478	0.126469485	0.174920858	0.182783495	3.791029307	1.917179154	1.993667565	2.575323436	0.215171241	1.475087326	0.908347158	0.885085739	0.120248376	0.415753438	0.216907035	0.123890941	0.673024127	0.63591803	0.62996168	0.122652159	0.116667009	0.261916586	0.320319562	9.051665824
Amino Acids	Threonine	A140001-101	1.636339068	2.467169433	3.096615234	1.199757007	2.266791347	1.66687058	1.239334491	0.955075278	1.89678049	0.381728486	1.461997938	1.369860699	1.281948306	1.442660486	1.48143143	1.438987538	1.03250124	1.304440549	1.112799645	4.304253883	5.159131748	3.221160651	5.332057294	6.285519083	5.234546403	3.501389522	2.499715658	2.084121499	2.271558053	2.452807892	0.533369275	1.052096828	0.674106214	0.868914616	4.451899622	0.629784552	1.130278112	0.687835718	0.528341247	0.979855756	1.930573202	1.486782173	1.194494401	1.134770585	0.634506683	1.148249051	0.779161886	0.748094093	0.612213283	0.970336101	0.963665849	0.664708663	0.951684866	0.724680577	0.834525404	0.256398322	0.319327284	0.391157734	0.46360445	4.290224442	2.978694094	4.033119307	4.477452018	4.225406414	3.687044415	1.777008065	1.9006451	1.607850746	1.71555332	3.502679451	0.930948962	1.18249966	0.405022879	0.227885806	0.48888776	0.778140014	0.710509606	0.55207876	0.648622056	6.586186178	1.975722446	1.424199417	1.621388638	1.437119887	1.719268898	0.895301045	1.730077207	1.477838651	1.575116278	1.734754006	1.066473539	0.788613666	1.436517867	0.86449038	5.317601159	0.335522985	0.307191083	0.342126504	0.056159822	0.305072461	4.309855363	3.556281892	4.389847461	4.233273869	0.94508311	2.680598616	1.409185156	1.467400251	0.969704261	1.852928283	0.94718374	0.532023534	1.217887108	1.14381308	0.804146865	0.263585227	0.45565764	0.915133587	0.82532125	3.270007948
Amino Acids	Tryptophan	A223001-101		0.209742416	0.689655972	0.561833392	0.495654383	0.466909295	0.187223545	0.105929177	0.302326008	0.192135405	0.100999139	0.59310398	0.234115341	0.086167204	0.558670557	0.467838982	0.116557531	0.514320973	0.238331204	2.997733226	0.718046707	0.703544554	1.250321841	1.00421379	1.679524914	0.969482757	0.719002248	0.761848871	0.824551232	0.354960819	0.090741928	0.125213219	0.196269053	0.248492694	0.444660338	0.110373106	0.489362188	0.203006775	0.082314342	0.455964241	0.201266147	0.166689734	0.27905839		0.082245261	0.075663267		0.078642561	0.06219394	0.069613322	0.072824081		0.078587341		0.088119755		0.082682449			1.463827811	0.398230995	0.693839763	0.446903473	1.394377522	0.851446234	0.239579385		0.075532244	0.623268077	5.74097237	0.480785362	0.295642922		0.065230288	0.200888326	0.452737738	0.212104797	0.174896715	0.214859035	6.648674147	0.070893708			0.055065653	0.089032294	0.071452246	0.059801822	0.056565217	0.170402305	0.183583397	0.072992678				0.99434048		0.073585061			0.174752159	0.639654464	0.529248575	1.000980697	0.676531296	0.160702742	0.516331208	0.354673604	0.297281154	0.204648548	0.58482265	0.378374685	0.07422503	0.07256985	0.098947693	0.213165868	0.315435211		0.351153398	0.086916767	0.754961774
Amino Acids	Tyrosine	A194002-101			1.118446316	0.510416533	0.626749275										0.162860719			0.468210952		1.131371539	0.777913646	1.254171206	2.239606648	0.546847065	2.287751277	0.857407144	0.2124966	0.353378342	0.349221224	0.527660556			0.189620889	0.324981476	4.233035404					0.139261524					0.213312543					0.155737708										7.791116605	0.259913608	0.507572429	0.801306409	1.503019858	1.39666796	0.217444205		0.308250904	1.4991689	6.451586364	0.352254129				0.196324683	0.104840818				6.775283559	0.199128914	0.214280709	0.621308608		0.18885282	0.133527235		0.119328685	0.188973065	0.831979356			0.163960032		4.870145655						1.056874655	0.590649002	2.480027819	1.569369745	0.206444772		0.259569002	0.269709845		0.405615056	0.188852748		0.132777727		0.413607076	0.089443442		1.008327278	0.610535879	6.300152666
Amino Acids	Valine	A122001-101	3.000089753	5.094813912	5.425244792	1.463331718	3.636577392	2.44235312	2.834096096	2.314601592	3.432197177	0.908701308	3.564465016	3.454187594	3.088142901	3.034490254	3.886335116	3.098653506	2.864402247	2.939051845	2.961097945	2.408841012	7.884825252	4.90349406	7.850838465	8.58178662	7.976092906	5.150034669	4.141112412	3.640469665	3.925757639	3.948464118	1.429078218	2.23416514	1.762977105	1.935210322	1.350797118	2.217826924	3.010624163	2.20539737	2.292406208	2.952071579	3.959014051	3.042789869	2.406163235	2.592216557	1.473771974	2.431038836	1.599219809	1.588234117	1.193202862	2.923730148	2.637696836	1.856233161	1.949890535	1.83433674	1.907501244	1.044668578	1.578961609	1.448513917	1.548088731	1.659351901	3.647358113	5.007095324	5.697361155	4.906376894	4.19442492	2.244684602	3.430675734	2.453446503	2.324681905	1.778518812	1.254728464	1.748102437	0.887658394	1.113503669	1.597093517	1.483948971	1.7283904	1.279794403	1.598061481	1.686404115	3.698898822	2.041428872	2.631497245	2.936369725	3.342649081	3.456196367	3.051624094	2.522992313	2.915509751	3.206625575	2.03009703	2.121662095	2.704287306	2.263432659	1.719957396	1.558761457	1.62169124	1.617176937	1.198069524	1.602267162	5.764912956	4.592828424	5.242405778	5.636701266	1.763579813	3.459976856	1.450265019	2.079697708	1.666193446	2.227421576	1.977124784	1.492605979	1.931404743	2.134537562	1.399302663	0.898392474	1.322444047	1.682807063	1.570618049	0.973082154
